0.00834,4995.93792,4198.27963,4425.38549,4247.80522,3944.86535,3621.7657,3147.64084,3561.3135
0.00847,4637.39521,4004.21081,4195.55367,3983.72129,3846.02131,3549.46466,3087.43809,3483.48879
0.00861,5210.62904,4388.20292,4610.55987,4297.00068,4043.00837,3696.54611,3153.58376,3604.74915
0.00874,4979.0113,4136.08622,4337.05152,3999.56414,3687.9696,3261.96929,2737.21775,3266.93983
0.00888,5234.18548,4406.07197,4626.48625,4312.54724,3991.06375,3627.64103,3073.03272,3551.86126
0.00902,5122.73333,4321.52668,4553.47429,4252.71777,3955.4872,3562.73234,3042.05944,3563.72162
0.00916,5061.46794,4278.70549,4520.85055,4205.49092,3939.95322,3611.35316,3086.24488,3534.46405
0.0093,4756.88174,4006.82255,4232.27877,3953.425,3666.32322,3322.66344,2808.57601,3299.72568
0.00945,4617.68352,3890.99077,4083.79875,3852.45715,3570.71262,3234.67801,2745.01927,3242.41397
0.00959,5420.46282,5850.35558,3945.81167,3706.73398,3400.63386,3105.15543,2623.41589,3069.86556
0.00975,4738.53319,4949.19279,3810.6055,3567.31962,3286.41499,2973.67225,2503.29521,2969.07705
0.00982,4154.50609,3455.75198,3629.87235,3382.30184,3113.89175,2836.66313,2415.15073,2840.18066
0.00997,4874.65701,5121.39506,3549.49183,3321.5664,3069.24277,2800.78471,2352.80272,2770.97265
0.01005,4517.61047,4365.85235,3606.24038,3111.87624,2853.72199,2582.02913,2207.96443,2603.41657
0.01021,5217.07319,4969.22682,3857.76761,3055.06515,2810.90804,2537.42134,2153.50917,2571.45589
0.01029,4880.79595,4298.19105,3935.72327,2943.11306,2714.54263,2433.04055,2065.25444,2462.54676
0.01045,4001.20185,2903.21755,3605.62263,2839.62335,2626.82701,2384.68275,2055.9679,2378.4162
0.01053,4194.29522,4650.68708,2946.31785,2746.02895,2546.91349,2289.73811,1964.82992,2313.12863
0.0107,4417.49934,3918.33056,3435.48792,2638.36729,2430.69259,2186.77567,1871.98921,2208.4269
0.01078,3890.06775,2984.37136,3226.96724,2498.40555,2299.36339,2054.6263,1738.69551,2064.68834
0.01095,3576.33567,2525.76419,3145.79589,2457.40999,2283.33332,2053.82611,1774.04622,2077.60125
0.01103,4245.15411,5371.94178,2566.81543,2387.93834,2208.18637,1994.63069,1722.09631,2011.46755
0.01112,3706.96022,2873.67072,2972.84558,2330.35181,2152.77161,1952.9621,1677.44432,1967.97472
0.01121,3795.20556,3936.88318,2662.85715,2223.5628,2035.62214,1832.26201,1597.45791,1852.4236
0.01138,3224.07272,3589.4481,2294.31991,2131.83208,1977.86006,1792.16897,1548.62872,1804.57153
0.01147,3499.70298,2655.14996,2738.86877,2089.0769,1935.10589,1748.9658,1510.6347,1768.03586
0.01156,3749.66877,3631.42426,2577.84269,2071.48857,1918.03187,1748.19402,1515.74359,1744.70365
0.01165,2696.54449,2623.21122,2135.121,1984.70354,1845.04807,1678.42157,1468.17683,1694.44216
0.01174,2835.24782,3208.40213,2028.97446,1885.49623,1761.6878,1595.81534,1380.86526,1605.63579
0.01193,3353.3019,3126.42676,2327.2275,1891.97324,1750.76992,1596.00443,1386.43677,1598.80377
0.01202,3395.18816,3232.24735,2242.08213,1802.25354,1669.70747,1510.45675,1308.39642,1519.1793
0.01211,2857.68692,2519.35357,2139.98195,1792.05475,1658.99784,1517.95718,1321.27557,1535.56524
0.01221,2150.75171,1827.882,1858.09556,1732.6132,1606.78925,1471.05576,1289.03345,1466.91327
0.0123,3438.3704,3643.28824,2030.18035,1682.47963,1561.87832,1433.61633,1255.11746,1431.36232
0.0124,2686.2787,2391.9229,1982.64139,1676.14168,1560.3801,1438.12926,1270.16124,1440.23496
0.01249,2519.56525,1939.20637,1916.29376,1597.01306,1491.02629,1359.75402,1197.55874,1366.63184
0.01259,2691.23372,2386.26128,1873.49289,1566.41616,1478.88824,1357.43452,1213.13237,1354.30165
0.01269,2513.66543,2696.28066,1631.27803,1532.46733,1430.09923,1307.44315,1157.04334,1332.10006
0.01279,2429.03527,2621.7671,1655.91419,1549.07645,1455.353,1366.46945,1209.46489,1349.37714
0.01289,2426.40174,2229.07803,1668.08877,1437.79289,1350.0701,1242.41521,1103.58532,1243.21908
0.01299,2259.11752,2267.13862,1527.51211,1433.98682,1352.77169,1248.94369,1111.45347,1250.98884
0.01309,2490.14102,2244.94696,1686.38028,1438.95645,1367.24012,1271.66867,1133.9221,1261.88599
0.01319,2262.39362,2070.91124,1560.24791,1342.76384,1273.54795,1181.40701,1046.1438,1170.49231
0.0133,1970.05636,1511.87037,1567.49755,1353.86133,1280.20218,1207.36375,1074.1387,1202.28908
0.0134,2465.13048,2292.18575,1498.09585,1275.78858,1201.99074,1116.60139,994.67563,1108.29418
0.0135,2117.05873,2221.67352,1358.7448,1279.25139,1218.69015,1161.08411,1034.39625,1138.97914
0.01361,1853.62431,1574.92623,1375.64158,1212.40001,1156.17096,1088.23711,980.12071,1079.86471
0.01371,2078.48035,2245.00739,1268.22898,1207.10653,1158.92133,1100.91037,984.11866,1084.06866
0.01382,2060.79253,1867.91929,1339.45367,1160.60875,1111.65343,1049.07742,952.94013,1048.13326
0.01393,1637.50223,1334.55706,1311.34455,1160.83795,1117.84815,1069.30297,959.64804,1056.51728
0.01404,1801.55624,1727.915,1203.78778,1112.78484,1062.09489,1018.59501,914.48149,1007.6906
0.01415,1870.00924,1904.26034,1154.1767,1058.48548,1013.87595,965.04843,872.13397,951.69315
0.01426,1464.92365,1131.03603,1213.88554,1070.97844,1029.30707,1005.84932,918.71624,989.13544
0.01437,1566.75149,1546.63908,1031.28972,982.89913,933.18255,876.71728,769.75349,878.56234
0.01448,1794.249,1653.2988,1136.60038,1017.51558,980.18624,955.57504,876.58627,943.38966
0.01459,1244.1446,1164.22174,984.33758,948.0792,908.51148,885.63114,809.6601,874.06328
0.01471,1476.51835,1438.85707,978.86794,923.43779,892.63596,847.57219,774.05414,838.16755
0.01482,1584.21403,1449.75727,1012.15178,911.46117,877.72622,855.78842,779.3194,842.73499
0.01494,1284.23494,1042.30705,979.27226,861.05562,833.66537,810.9542,748.07967,794.92358
0.01505,1477.0598,1458.72094,876.75339,834.80367,809.37791,793.56729,734.00221,778.82115
0.01517,1249.3855,1094.03111,904.85685,818.09102,804.34993,790.5074,739.42681,774.0258
0.01529,1311.60735,1186.62375,849.2056,779.57843,756.50406,744.40876,692.81291,732.25992
0.01541,1374.46695,1254.20281,872.51475,791.90206,761.2711,736.32572,674.97458,725.1345
0.01553,999.80641,942.19553,761.52745,727.78545,699.42897,683.72078,628.85009,674.50728
0.01565,1416.60637,1240.68054,791.17071,714.19616,695.60209,696.65443,659.58608,679.67913
0.01577,1070.36555,997.05375,754.4626,696.72551,667.88289,650.57169,599.061,643.64584
0.0159,1048.00258,994.06541,693.80499,665.74472,640.35304,631.45854,583.29451,616.13934
0.01602,1118.37327,1003.95032,717.68471,641.47283,617.70502,617.6103,571.54866,604.71046
0.01614,1104.77231,1055.12587,677.84522,637.89868,612.87199,600.89357,549.80072,588.86768
0.01627,922.99205,873.83911,648.41715,597.03783,575.78937,572.11986,529.80384,560.38821
0.0164,1103.84914,1021.89325,633.12117,581.84689,560.55052,554.90455,504.65719,540.92623
0.01652,1057.64643,876.77588,599.58357,538.48638,519.83694,515.70793,474.4688,502.85
0.01665,773.0779,758.10471,574.93151,540.39889,523.79266,512.55889,470.37944,505.04614
0.01678,829.13187,721.40102,586.40709,523.69183,505.65944,500.04939,465.1094,492.27262
0.01691,1029.53753,989.39099,523.31762,498.59887,477.29494,467.60248,432.0657,462.13353
0.01705,737.19324,648.98895,542.53103,499.04108,477.65273,470.19126,435.81446,461.20875
0.01718,880.21262,753.67381,515.8992,476.51128,453.41665,434.82178,391.73182,432.80244
0.01731,778.84722,704.48625,507.3679,465.13604,447.11194,433.05595,397.0331,429.99225
0.01745,836.12558,755.25093,478.30059,442.78808,425.85219,416.58996,385.04245,410.64218
0.01758,679.48004,650.73007,456.94886,433.37701,413.99086,400.06174,363.307,397.34814
0.01772,793.23033,680.54715,462.44944,413.94411,398.72429,391.1687,357.22933,386.35311
0.01786,663.20887,628.50488,420.15256,395.26991,378.37328,365.71745,330.3866,358.14628
0.018,696.40236,613.69184,422.57683,378.56405,362.42447,353.14592,321.46029,346.78755
0.01814,497.97168,464.76717,395.9358,370.90918,353.16391,343.10806,306.37577,334.34979
0.01828,758.36042,618.31245,393.3341,359.60554,344.70505,330.96443,297.84569,322.76379
0.01842,493.28095,461.96408,376.56059,338.84473,325.51326,312.08857,283.969,307.82973
