0.01396,-16.38575,-26.60782,99.87741,116.04928,96.52353,30.08561,53.33781,77.86708,93.55432
0.01416,-35.84318,-24.41965,97.85645,118.84378,90.89088,28.49728,48.62836,84.56491,87.01021
0.01427,-37.49463,-32.93357,110.553,134.99208,90.27237,33.11198,62.35284,74.53221,86.96545
0.01438,-16.66697,-22.3393,99.51788,111.16456,80.17957,48.00671,48.43027,69.30964,103.3161
0.01448,-45.68854,-17.00581,92.69822,105.61811,81.49168,22.05782,44.74263,77.65249,81.08086
0.01459,-19.69272,-28.45943,122.1717,124.40814,105.73184,39.1128,70.37834,89.85926,85.56086
0.0147,-33.22462,-1.07392,104.58018,103.25909,89.63152,13.93967,51.93662,77.95529,80.15695
0.01481,-31.38102,-10.75574,88.42417,106.86718,75.94992,24.97656,41.34593,76.68467,82.82063
0.01491,-24.42284,-9.40717,94.79548,95.37566,85.34887,26.438,42.80639,88.42743,69.86371
0.01503,7.67717,20.84059,79.9766,86.09744,73.64741,21.78797,55.38371,75.91415,76.12007
0.01514,-20.56703,-1.9158,91.99323,102.91898,77.82819,25.84212,40.80349,82.98436,84.37606
0.01525,-11.00765,9.4837,95.78829,96.44438,83.76801,34.47883,45.89528,87.42722,92.11959
0.01536,-11.1557,8.76259,90.02013,87.94033,73.81828,33.40631,41.85094,77.14518,78.78614
0.01547,53.01802,69.99635,152.91876,159.88003,147.71912,93.85404,115.51826,143.11226,153.43338
0.01559,182.67406,202.73601,260.11461,275.92157,263.21949,239.00001,245.50161,268.35869,265.44495
0.0157,91.05205,114.17272,179.242,188.52371,179.7393,139.90763,152.83424,176.59624,186.79133
0.01582,188.43939,197.18447,258.11264,267.42395,263.37905,237.85666,248.71748,268.97846,268.22873
0.01594,165.26859,176.91528,233.742,251.08916,237.2714,210.72486,223.24578,245.16286,253.65233
0.01606,200.1244,208.51184,266.47311,273.60527,279.57601,245.3684,262.86899,280.36903,279.57761
0.01617,146.46945,157.3803,210.40711,225.69467,223.11434,190.87519,201.10172,224.78361,228.54729
0.01629,266.58491,271.09097,315.07555,330.42958,319.39041,302.46181,311.12338,326.96996,344.98941
0.01641,213.02654,225.33761,272.64044,280.75084,282.9267,256.77005,265.5543,283.45662,290.50193
0.01654,138.47435,154.75156,203.89496,216.18549,214.1346,182.73524,194.73323,213.95753,218.72064
0.01666,211.21831,224.11336,267.11758,268.76487,268.54893,249.09307,256.30329,274.78006,279.90552
0.01678,194.62758,205.87319,248.19583,256.95693,253.56544,230.11958,237.16787,259.69716,265.11095
