6FDA-AP6F,,,,6FDA-PDODA,,,,ODPA-AP6F,,,,ODPA-PDODA,,
0.713133,1194.85443,1553.310759,,0.713133,1838.376961,3492.916225,,0.687582,1642.483763,1642.483763,,0.632608,108962.4317,54481.21583
0.716142,1234.210526,1604.473684,,0.716142,1825.218208,3467.914595,,0.6904711,1655.118777,1655.118777,,0.635592,108165.7705,54082.88526
0.719151,1185.48647,1541.132412,,0.719151,1795.045713,3410.586854,,0.69336,1636.946774,1636.946774,,0.638576,107263.8775,53631.93875
0.72216,1198.568513,1558.139067,,0.72216,1841.980338,3499.762642,,0.696249,1643.275767,1643.275767,,0.64156,106283.5854,53141.79269
0.725169,1205.50567,1567.157372,,0.725169,1840.968736,3497.840599,,0.699138,1605.773248,1605.773248,,0.644544,105110.4935,52555.24674
0.728178,1227.061867,1595.180427,,0.728178,1805.315458,3430.099371,,0.702027,1594.688568,1594.688568,,0.647528,104088.2012,52044.10061
0.731187,1166.981263,1517.075642,,0.731187,1777.316582,3376.901506,,0.704916,1627.721443,1627.721443,,0.650512,102728.9064,51364.45321
0.734196,1171.429494,1522.858343,,0.734196,1800.698024,3421.326246,,0.707805,1616.497044,1616.497044,,0.653496,101405.0395,50702.51977
0.737205,1220.591688,1586.769194,,0.737205,1849.34358,3513.752802,,0.710694,1604.576902,1604.576902,,0.65648,100298.5227,50149.26137
0.740214,1190.564307,1547.733599,,0.740214,1822.236752,3462.249828,,0.7135831,1581.870981,1581.870981,,0.659464,99336.3121,49668.15605
0.743223,1233.997686,1604.196991,,0.743223,1819.796021,3457.612439,,0.716472,1581.027427,1581.027427,,0.662448,98148.02879,49074.01439
0.746232,1237.549897,1608.814866,,0.746232,1821.481937,3460.815681,,0.719361,1540.701406,1540.701406,,0.665432,96739.45293,48369.72646
0.749241,1179.193147,1532.951091,,0.749241,1807.120477,3433.528907,,0.72225,1525.402054,1525.402054,,0.668416,95568.55531,47784.27766
0.75225,1262.980951,1641.875236,,0.759,1806.675987,3432.684375,,0.725139,1564.609537,1564.609537,,0.6714,94182.67169,47091.33585
0.755259,1278.731945,1662.351528,,0.7755,1796.416521,3413.191389,,0.728028,1517.472606,1517.472606,,0.674384,92927.27795,46463.63898
0.758268,1206.053011,1567.868915,,0.792,1792.554263,3405.853099,,0.730917,1572.509727,1572.509727,,0.677368,91975.70996,45987.85498
0.761277,1151.291381,1496.678795,,0.8085,1792.631578,3405.999998,,0.733806,1623.651424,1623.651424,,0.680352,90181.11477,45090.55739
0.764286,1154.225992,1500.49379,,0.825,1797.246491,3414.768332,,0.7366951,1638.756896,1638.756896,,0.683336,88943.18773,44471.59386
0.767295,1258.267321,1635.747517,,0.8415,1791.647496,3404.130242,,0.739584,1591.369774,1591.369774,,0.68632,87789.23404,43894.61702
0.770304,1183.65126,1538.746638,,0.858,1790.404242,3401.76806,,0.742473,1613.735074,1613.735074,,0.689304,86577.38624,43288.69312
0.773313,1166.259482,1516.137326,,0.8745,1798.224951,3416.627408,,0.745362,1618.408358,1618.408358,,0.692288,85024.40176,42512.20088
0.776322,1147.474999,1491.717498,,0.891,1799.393909,3418.848427,,0.748251,1600.702726,1600.702726,,0.695272,83526.48422,41763.24211
0.779331,1163.075109,1511.997642,,0.9075,1788.143922,3397.473453,,0.7511401,1546.940026,1546.940026,,0.698256,82421.52253,41210.76126
0.78234,1105.92957,1437.708441,,0.924,1797.469451,3415.191957,,0.754029,1544.438925,1544.438925,,0.70124,80782.1689,40391.08445
0.785349,1156.546747,1503.510771,,0.9405,1806.185491,3431.752433,,0.756918,1589.680058,1589.680058,,0.704224,79709.81041,39854.9052
0.788358,1168.023567,1518.430637,,0.957,1802.489178,3424.729437,,0.7598071,1587.731784,1587.731784,,0.707208,78359.25885,39179.62943
0.7913671,1162.598088,1511.377514,,0.9735,1803.025584,3425.748609,,0.762696,1599.589256,1599.589256,,0.710192,76759.82347,38379.91173
0.794376,1130.384231,1469.499501,,0.99,1806.10268,3431.595092,,0.765585,1580.614139,1580.614139,,0.713176,75375.34713,37687.67357
0.797385,1189.079567,1545.803437,,1.0065,1800.999766,3421.899556,,0.768474,1600.219507,1600.219507,,0.71616,73941.45492,36970.72746
0.800394,1192.647638,1550.441929,,1.023,1802.2786,3424.32934,,0.771363,1602.264269,1602.264269,,0.719144,72771.12845,36385.56423
0.803403,1184.971049,1540.462364,,1.0395,1810.957258,3440.818791,,0.7742521,1591.821488,1591.821488,,0.722128,71578.49217,35789.24608
0.806412,1196.905409,1555.977031,,1.056,1817.894393,3453.999348,,0.777141,1602.71873,1602.71873,,0.725112,70129.09135,35064.54568
0.809421,1198.890103,1558.557134,,1.0725,1821.063117,3460.019922,,0.78003,1611.523948,1611.523948,,0.7280959,68782.43722,34391.21861
0.81243,1087.550108,1413.815141,,1.089,1826.55304,3470.450776,,0.782919,1583.077081,1583.077081,,0.73108,67558.8222,33779.4111
0.815439,1085.545781,1411.209515,,1.1055,1838.36271,3492.889148,,0.785808,1581.602905,1581.602905,,0.734064,66196.55914,33098.27957
0.818448,1087.594687,1413.873093,,1.122,1843.941622,3503.489081,,0.788697,1556.219178,1556.219178,,0.737048,64863.94283,32431.97142
0.821457,1200.597776,1560.777109,,1.1385,1856.557671,3527.459575,,0.791586,1568.367907,1568.367907,,0.740032,63610.0114,31805.0057
0.824466,1168.115291,1518.549878,,1.155,1863.093571,3539.877785,,0.794475,1568.466732,1568.466732,,0.743016,62388.76437,31194.38218
0.827475,1206.639014,1568.630718,,1.1715,1866.346727,3546.058782,,0.7973641,1569.369495,1569.369495,,0.746,61086.29837,30543.14919
0.830484,1155.79367,1502.531772,,1.188,1871.4474,3555.75006,,0.800253,1570.864407,1570.864407,,0.748984,60093.90888,30046.95444
0.8334931,1200.628488,1560.817034,,1.2045,1876.185927,3564.753261,,0.803142,1591.11696,1591.11696,,0.751968,58671.40201,29335.70101
0.836502,1155.800564,1502.540733,,1.221,1883.632523,3578.901794,,0.806031,1557.497848,1557.497848,,0.754952,57469.85469,28734.92735
0.839511,1178.415748,1531.940473,,1.2375,1888.05386,3587.302334,,0.8181,1567.680059,1567.680059,,0.757936,56317.7275,28158.86375
0.8415,1171.979455,1523.573291,,1.254,1902.071909,3613.936626,,0.83628,1575.266083,1575.266083,,0.76092,55261.99064,27630.99532
0.858,1179.188325,1532.944822,,1.2705,1909.625436,3628.288327,,0.85446,1577.819706,1577.819706,,0.763904,54213.22705,27106.61353
0.8745,1191.546846,1549.0109,,1.287,1921.922134,3651.652054,,0.87264,1564.306033,1564.306033,,0.766888,53091.87064,26545.93532
0.891,1195.832848,1554.582702,,1.3035,1930.228394,3667.433948,,0.89082,1579.856561,1579.856561,,0.769872,52030.90033,26015.45017
0.9075,1201.33411,1561.734343,,1.32,1934.819725,3676.157477,,0.909,1566.174876,1566.174876,,0.772856,50819.88621,25409.9431
0.924,1205.192796,1566.750635,,1.3365,1941.665876,3689.165164,,0.92718,1562.912812,1562.912812,,0.77584,49580.82988,24790.41494
0.9405,1213.66741,1577.767633,,1.353,1944.913626,3695.33589,,0.94536,1562.006957,1562.006957,,0.778824,48648.29303,24324.14652
0.957,1221.097383,1587.426598,,1.3695,1953.656476,3711.947304,,0.96354,1569.643528,1569.643528,,0.781808,47914.87649,23957.43825
0.9735,1230.813133,1600.057072,,1.386,1957.350445,3718.965846,,0.98172,1587.383988,1587.383988,,0.7847919,46715.94295,23357.97148
0.99,1242.344233,1615.047503,,1.4025,1954.68863,3713.908397,,0.9999,1589.621774,1589.621774,,0.787776,45606.19254,22803.09627
1.0065,1247.790525,1622.127682,,1.419,1961.862323,3727.538414,,1.01808,1588.444125,1588.444125,,0.79076,44738.25457,22369.12729
1.023,1243.517027,1616.572136,,1.4355,1966.744907,3736.815322,,1.03626,1600.858964,1600.858964,,0.793744,43976.01039,21988.00519
1.0395,1252.873703,1628.735815,,1.452,1971.516249,3745.880873,,1.05444,1595.505814,1595.505814,,0.796728,42963.92265,21481.96133
1.056,1256.520482,1633.476627,,1.4685,1973.928403,3750.463966,,1.07262,1593.316744,1593.316744,,0.799712,42128.37903,21064.18952
1.0725,1253.956502,1630.143453,,1.485,1984.752516,3771.029781,,1.0908,1613.28941,1613.28941,,0.802696,41464.9351,20732.46755
1.089,1264.15997,1643.407961,,1.5015,1996.500507,3793.350963,,1.10898,1625.293066,1625.293066,,0.80568,40440.61083,20220.30542
1.1055,1267.532555,1647.792322,,1.518,1995.791213,3792.003304,,1.12716,1614.529869,1614.529869,,0.808664,39699.99003,19849.99501
1.122,1272.968423,1654.85895,,1.5345,2006.399988,3812.159978,,1.14534,1615.0719,1615.0719,,0.811648,38812.52172,19406.26086
1.1385,1280.608084,1664.790509,,1.551,2018.323665,3834.814963,,1.16352,1604.495443,1604.495443,,0.814632,38109.95105,19054.97553
1.155,1284.358009,1669.665412,,1.5675,2018.891169,3835.89322,,1.1817,1600.009616,1600.009616,,0.817616,37363.21277,18681.60639
1.1715,1288.356194,1674.863052,,1.584,2018.860409,3835.834778,,1.19988,1620.462706,1620.462706,,0.8206,36588.87387,18294.43694
1.188,1294.819509,1683.265362,,1.6005,2021.192053,3840.2649,,1.21806,1628.025692,1628.025692,,0.823584,35818.41451,17909.20725
1.2045,1287.416313,1673.641207,,1.617,2032.173178,3861.129039,,1.23624,1617.249384,1617.249384,,0.8265679,35065.90804,17532.95402
1.221,1285.956849,1671.743904,,1.6335,2037.770773,3871.764468,,1.25442,1609.301899,1609.301899,,0.829552,34212.12631,17106.06315
1.2375,1296.207916,1685.07029,,1.65,2046.846075,3889.007542,,1.2726,1618.831688,1618.831688,,0.832536,33573.60328,16786.80164
1.254,1308.192548,1700.650312,,1.6665,2053.589598,3901.820235,,1.29078,1625.289484,1625.289484,,0.83552,32997.27834,16498.63917
1.2705,1311.543182,1705.006137,,1.683,2057.043507,3908.382663,,1.30896,1622.521769,1622.521769,,0.838504,32414.30674,16207.15337
1.287,1312.113992,1705.74819,,1.6995,2060.711733,3915.352293,,1.32714,1639.182685,1639.182685,,0.8414879,31805.87182,15902.93591
1.3035,1317.546997,1712.811096,,1.716,2064.341942,3922.24969,,1.34532,1634.300286,1634.300286,,0.844472,31210.73753,15605.36877
1.32,1314.350712,1708.655926,,1.7325,2075.745058,3943.915611,,1.3635,1631.916916,1631.916916,,0.847456,30593.14058,15296.57029
1.3365,1318.889115,1714.55585,,1.749,2082.577428,3956.897113,,1.38168,1630.397036,1630.397036,,0.85044,30055.46105,15027.73053
1.353,1325.389854,1723.00681,,1.7655,2084.111894,3959.812598,,1.39986,1636.225027,1636.225027,,0.853424,29478.83865,14739.41932
1.3695,1324.760382,1722.188496,,1.782,2091.673531,3974.179709,,1.41804,1652.672255,1652.672255,,0.856408,28848.3119,14424.15595
1.386,1322.402833,1719.123683,,1.7985,2097.556142,3985.35667,,1.43622,1656.660673,1656.660673,,0.859392,28232.20964,14116.10482
1.4025,1315.923415,1710.70044,,1.815,2108.256107,4005.686602,,1.4544,1656.197651,1656.197651,,0.862376,27745.72384,13872.86192
1.419,1325.996847,1723.795901,,1.8315,2112.333556,4013.433756,,1.47258,1664.045611,1664.045611,,0.86536,27312.29768,13656.14884
1.4355,1332.248563,1731.923131,,1.848,2109.926273,4008.859919,,1.49076,1661.938756,1661.938756,,0.8683439,26818.68923,13409.34461
1.452,1335.789048,1736.525763,,1.8645,2123.425029,4034.507555,,1.50894,1652.23276,1652.23276,,0.871328,26186.84467,13093.42233
1.4685,1327.112152,1725.245798,,1.881,2136.97501,4060.252519,,1.52712,1656.210506,1656.210506,,0.874312,25720.18239,12860.09119
1.485,1325.149055,1722.693771,,1.8975,2144.494697,4074.539924,,1.5453,1656.753615,1656.753615,,0.877296,25314.94447,12657.47223
1.5015,1329.611717,1728.495232,,1.914,2155.359985,4095.183971,,1.56348,1655.655657,1655.655657,,0.88028,25061.08775,12530.54387
1.518,1337.478328,1738.721826,,1.9305,2156.830092,4097.977174,,1.58166,1654.802532,1654.802532,,0.8832639,24597.54845,12298.77422
1.5345,1341.971074,1744.562396,,1.947,2167.173,4117.6287,,1.59984,1668.624528,1668.624528,,0.886248,24004.80671,12002.40335
1.551,1343.128331,1746.06683,,1.9635,2170.213073,4123.404838,,1.61802,1664.155738,1664.155738,,0.889232,23651.93022,11825.96511
1.5675,1344.099305,1747.329097,,1.98,2178.699718,4139.529464,,1.6362,1661.449077,1661.449077,,0.892216,23200.08917,11600.04459
1.584,1348.270837,1752.752088,,1.9965,2194.619446,4169.776948,,1.65438,1661.217516,1661.217516,,0.90714,21043.47278,10521.73639
1.6005,1343.741424,1746.863851,,2.013,2205.201817,4189.883452,,1.67256,1666.946068,1666.946068,,0.9304,18231.98777,9115.993885
1.617,1346.966249,1751.056124,,2.0295,2217.500114,4213.250216,,1.69074,1669.843281,1669.843281,,0.95366,16006.32622,8003.163111
1.6335,1356.538745,1763.500368,,2.046,2217.273863,4212.82034,,1.70892,1685.450804,1685.450804,,0.9769199,14055.41435,7027.707173
1.65,1357.555227,1764.821795,,2.0625,2220.324877,4218.617266,,1.7271,1693.093729,1693.093729,,1.00018,12535.41104,6267.705518
1.6665,1357.339672,1764.541574,,2.079,2237.262525,4250.798798,,1.74528,1688.699965,1688.699965,,1.02344,11202.75269,5601.376347
1.683,1357.308939,1764.50162,,2.0955,2257.059045,4288.412186,,1.76346,1697.480031,1697.480031,,1.0467,10035.42104,5017.710519
1.6995,1354.995319,1761.493914,,2.112,2271.936265,4316.678904,,1.78164,1705.486531,1705.486531,,1.06996,9116.493979,4558.246989
1.716,1348.4276,1752.95588,,2.1285,2281.383964,4334.629532,,1.79982,1712.304591,1712.304591,,1.09322,8357.665149,4178.832575
1.7325,1348.365067,1752.874587,,2.145,2271.492429,4315.835615,,1.818,1712.924601,1712.924601,,1.11648,7734.55074,3867.27537
1.749,1345.375401,1748.988021,,2.1615,2281.09961,4334.089259,,1.83618,1718.319847,1718.319847,,1.13974,7142.115229,3571.057615
1.7655,1350.166064,1755.215884,,2.178,2306.811207,4382.941293,,1.85436,1722.415827,1722.415827,,1.163,6636.989795,3318.494897
1.782,1348.688083,1753.294508,,2.1945,2321.509411,4410.86788,,1.87254,1730.581789,1730.581789,,1.18626,6256.477193,3128.238596
1.7985,1347.241265,1751.413644,,2.211,2327.619807,4422.477633,,1.89072,1719.724433,1719.724433,,1.20952,5882.877565,2941.438783
1.815,1349.650301,1754.545391,,2.2275,2344.794513,4455.109574,,1.9089,1726.44136,1726.44136,,1.23278,5568.166299,2784.083149
1.8315,1350.977673,1756.270975,,2.244,2356.688138,4477.707462,,1.92708,1723.12224,1723.12224,,1.25604,5304.102783,2652.051391
1.848,1350.331428,1755.430856,,2.2605,2373.577536,4509.797319,,1.94526,1730.801063,1730.801063,,1.2793,5059.461032,2529.730516
1.8645,1354.196746,1760.455769,,2.277,2381.838777,4525.493676,,1.96344,1713.649169,1713.649169,,1.30256,4867.249822,2433.624911
1.881,1359.090353,1766.817459,,2.2935,2390.543246,4542.032167,,1.9998,1731.39843,1731.39843,,1.32582,4713.891878,2356.945939
1.8975,1356.039807,1762.851749,,2.31,2398.831615,4557.780069,,2.01798,1748.388786,1748.388786,,1.34908,4558.73542,2279.36771
1.914,1351.918508,1757.49406,,2.3265,2416.040423,4590.476804,,2.03616,1768.214152,1768.214152,,1.37234,4421.37426,2210.68713
1.9305,1348.72671,1753.344723,,2.343,2437.34172,4630.949267,,2.05434,1768.395795,1768.395795,,1.3956,4284.40261,2142.201305
1.947,1349.091631,1753.81912,,2.3595,2452.600429,4659.940816,,2.07252,1770.461394,1770.461394,,1.41886,4182.177684,2091.088842
1.9635,1350.798665,1756.038264,,2.376,2466.5654,4686.474259,,2.0907,1766.649554,1766.649554,,1.44212,4077.333384,2038.666692
1.98,1346.675877,1750.67864,,2.3925,2473.90368,4700.416991,,2.10888,1776.788311,1776.788311,,1.46538,3981.693089,1990.846545
1.9965,1348.850688,1753.505894,,2.409,2490.720468,4732.368888,,2.12706,1774.678557,1774.678557,,1.48864,3888.505125,1944.252562
2.013,1352.1014,1757.73182,,2.4255,2502.985143,4755.671771,,2.14524,1787.640809,1787.640809,,1.5119,3804.866782,1902.433391
2.0295,1354.201226,1760.461593,,2.442,2523.560152,4794.764288,,2.16342,1793.712265,1793.712265,,1.53516,3707.316403,1853.658202
2.046,1351.312291,1756.705978,,2.4585,2540.858345,4827.630856,,2.1816,1794.780837,1794.780837,,1.55842,3611.019804,1805.509902
2.0625,1344.373772,1747.685903,,2.475,2560.946049,4865.797494,,2.19978,1791.96659,1791.96659,,1.58168,3528.385865,1764.192933
2.079,1347.963229,1752.352198,,2.4915,2567.210037,4877.699071,,2.21796,1793.161104,1793.161104,,1.60494,3457.926033,1728.963016
2.0955,1348.771414,1753.402839,,2.508,2576.710086,4895.749163,,2.23614,1784.238973,1784.238973,,1.6282,3382.961223,1691.480611
2.112,1346.684555,1750.689922,,2.5245,2595.361146,4931.186178,,2.25432,1799.1432,1799.1432,,1.65146,3317.321958,1658.660979
2.1285,1347.905937,1752.277718,,2.541,2619.269945,4976.612895,,2.2725,1799.164552,1799.164552,,1.67472,3241.70957,1620.854785
2.145,1335.70798,1736.420373,,2.5575,2628.052649,4993.300033,,2.29068,1805.354424,1805.354424,,1.69798,3173.14402,1586.57201
2.1615,1335.183833,1735.738983,,2.574,2640.51343,5016.975518,,2.30886,1801.485701,1801.485701,,1.72124,3119.739964,1559.869982
2.178,1342.437472,1745.168713,,2.5905,2644.696589,5024.92352,,2.32704,1815.094685,1815.094685,,1.7445,3072.479605,1536.239802
2.1945,1344.747894,1748.172262,,2.607,2667.161504,5067.606858,,2.34522,1809.312091,1809.312091,,1.76776,3027.867949,1513.933974
2.211,1349.42622,1754.254086,,2.6235,2682.529766,5096.806555,,2.3634,1821.524312,1821.524312,,1.79102,2987.249841,1493.624921
2.2275,1348.798616,1753.4382,,2.64,2700.503997,5130.957594,,2.38158,1822.322089,1822.322089,,1.81428,2960.668709,1480.334354
2.244,1351.351571,1756.757042,,2.6565,2711.300931,5151.471769,,2.39976,1825.418681,1825.418681,,1.83754,2940.043995,1470.021998
2.2605,1341.698036,1744.207447,,2.673,2726.255557,5179.885559,,2.41794,1813.269439,1813.269439,,1.8608,2923.425607,1461.712803
2.277,1344.55997,1747.927962,,2.6895,2749.487826,5224.02687,,2.43612,1818.401212,1818.401212,,1.88406,2910.985924,1455.492962
2.2935,1346.449542,1750.384404,,2.706,2762.384561,5248.530667,,2.4543,1819.134242,1819.134242,,1.90732,2894.367554,1447.183777
2.31,1342.149598,1744.794477,,2.7225,2773.410337,5269.47964,,2.47248,1827.91856,1827.91856,,1.93058,2905.726858,1452.863429
2.3265,1341.781084,1744.315409,,2.739,2781.106856,5284.103027,,2.49066,1813.368102,1813.368102,,1.95384,2939.825644,1469.912822
2.343,1340.328383,1742.426898,,2.7555,2795.351536,5311.167918,,2.50884,1812.198282,1812.198282,,1.9771,2962.759414,1481.379707
2.3595,1341.409885,1743.832851,,2.772,2814.038219,5346.672617,,2.52702,1823.413924,1823.413924,,2.00036,2988.425177,1494.212588
2.376,1343.243414,1746.216438,,2.7885,2826.568318,5370.479804,,2.5452,1819.243914,1819.243914,,2.02362,3034.291715,1517.145858
2.3925,1334.108648,1734.341242,,2.805,2846.047501,5407.490252,,2.56338,1822.799831,1822.799831,,2.04688,3100.318573,1550.159286
2.409,1342.2993,1744.989089,,2.8215,2856.308288,5426.985748,,2.58156,1814.940847,1814.940847,,2.07014,3166.025008,1583.012504
2.4255,1341.954881,1744.541345,,2.838,2870.404804,5453.769127,,2.59974,1825.752439,1825.752439,,2.0934,3238.984034,1619.492017
2.442,1341.219863,1743.585822,,2.8545,2866.311585,5445.992011,,2.61792,1847.294123,1847.294123,,2.11666,3311.747261,1655.873631
2.4585,1340.357707,1742.465019,,2.871,2892.726018,5496.179434,,2.6361,1851.675364,1851.675364,,2.13992,3389.241535,1694.620768
2.475,1340.312396,1742.406115,,2.8875,2912.895109,5534.500707,,2.65428,1848.042964,1848.042964,,2.16318,3473.928285,1736.964142
2.4915,1331.735775,1731.256507,,2.904,2919.585261,5547.211996,,2.67246,1844.43873,1844.43873,,2.18644,3573.173235,1786.586617
2.508,1335.665894,1736.365662,,2.9205,2917.362606,5542.988952,,2.69064,1845.652325,1845.652325,,2.2097,3666.566563,1833.283281
2.5245,1344.116807,1747.351849,,2.937,2930.075923,5567.144253,,2.70882,1849.332282,1849.332282,,2.23296,3789.687092,1894.843546
2.541,1349.867135,1754.827275,,2.9535,2936.652539,5579.639823,,2.727,1857.403337,1857.403337,,2.25622,3904.746374,1952.373187
2.5575,1338.441903,1739.974474,,2.97,2959.755327,5623.535122,,2.74518,1848.470021,1848.470021,,2.27948,4021.290121,2010.64506
2.574,1340.574942,1742.747425,,2.9865,2967.873934,5638.960475,,2.76336,1846.665966,1846.665966,,2.30274,4145.268105,2072.634052
2.5905,1341.671919,1744.173494,,3.003,2977.047125,5656.389537,,2.78154,1851.074418,1851.074418,,2.326,4253.490349,2126.745175
2.607,1331.453322,1730.889319,,3.0195,2986.873009,5675.058717,,2.79972,1850.541829,1850.541829,,2.34926,4358.260866,2179.130433
2.6235,1325.884054,1723.64927,,3.036,2988.114882,5677.418276,,2.8179,1850.312704,1850.312704,,2.37252,4468.72544,2234.36272
2.64,1326.817463,1724.862702,,3.0525,3000.824013,5701.565625,,2.83608,1861.763151,1861.763151,,2.39578,4583.049616,2291.524808
2.6565,1325.30144,1722.891873,,3.069,3007.049494,5713.394039,,2.85426,1869.341928,1869.341928,,2.41904,4674.306562,2337.153281
2.673,1329.695106,1728.603638,,3.0855,3008.949003,5717.003106,,2.87244,1871.446367,1871.446367,,2.4423,4767.501772,2383.750886
2.6895,1339.875284,1741.837869,,3.102,3015.385455,5729.232365,,2.89062,1861.792459,1861.792459,,2.46556,4858.268385,2429.134193
2.706,1340.191724,1742.249241,,3.1185,3023.389129,5744.439346,,2.9088,1868.348754,1868.348754,,2.48882,4925.67918,2462.83959
2.7225,1340.0235,1742.03055,,3.135,3029.369632,5755.802301,,2.92698,1879.858601,1879.858601,,2.51208,4993.248212,2496.624106
2.739,1339.43828,1741.269763,,3.1515,3038.072943,5772.338591,,2.94516,1870.755017,1870.755017,,2.53534,5047.76338,2523.88169
2.7555,1333.913063,1734.086982,,3.168,3036.206523,5768.792394,,2.96334,1881.991076,1881.991076,,2.5586,5088.511229,2544.255615
2.772,1331.65907,1731.15679,,3.1845,3045.58548,5786.612412,,2.98152,1878.616115,1878.616115,,2.58186,5107.679193,2553.839596
2.7885,1331.361608,1730.77009,,3.201,3045.180684,5785.843299,,2.9997,1888.087512,1888.087512,,2.60512,5120.910758,2560.455379
2.805,1335.004888,1735.506354,,3.2175,3058.645133,5811.425752,,3.01788,1893.636451,1893.636451,,2.62838,5119.593138,2559.796569
2.8215,1333.141626,1733.084113,,3.234,3054.294161,5803.158906,,3.03606,1901.006887,1901.006887,,2.65164,5104.998714,2552.499357
2.838,1337.689527,1738.996385,,3.2505,3061.812534,5817.443815,,3.05424,1900.460615,1900.460615,,2.6749,5067.238899,2533.61945
2.8545,1327.625545,1725.913208,,3.267,3058.564205,5811.271989,,3.07242,1900.645538,1900.645538,,2.69816,5013.206639,2506.60332
2.871,1336.367537,1737.277798,,3.2835,3061.36854,5816.600226,,3.0906,1907.675874,1907.675874,,2.72142,4954.628154,2477.314077
2.8875,1338.186772,1739.642804,,3.3,3060.334293,5814.635157,,3.10878,1909.039461,1909.039461,,2.74468,4882.614928,2441.307464
2.904,1328.232039,1726.701651,,3.3165,3061.091193,5816.073266,,3.12696,1915.334696,1915.334696,,2.76794,4793.221492,2396.610746
2.9205,1330.081385,1729.1058,,3.333,3055.458192,5805.370564,,3.14514,1923.067758,1923.067758,,2.7912,4693.181027,2346.590514
2.937,1332.44174,1732.174262,,3.3495,3059.762978,5813.549658,,3.16332,1926.180762,1926.180762,,2.81446,4603.869662,2301.934831
2.9535,1340.896836,1743.165887,,3.366,3055.20327,5804.886213,,3.1815,1925.465832,1925.465832,,2.83772,4490.833643,2245.416821
2.97,1341.611578,1744.095051,,3.3825,3054.029077,5802.655246,,3.19968,1914.940681,1914.940681,,2.86098,4357.064999,2178.5325
2.9865,1341.211535,1743.574996,,3.399,3064.84505,5823.205595,,3.21786,1926.220165,1926.220165,,2.88424,4219.30664,2109.65332
3.003,1337.428215,1738.65668,,3.4155,3051.488257,5797.827689,,3.23604,1928.308116,1928.308116,,2.9075,4073.343159,2036.67158
3.0195,1337.949729,1739.334648,,3.432,3047.624401,5790.486363,,3.25422,1929.480509,1929.480509,,2.93076,3930.466151,1965.233076
3.036,1341.320715,1743.71693,,3.4485,3047.980172,5791.162327,,3.2724,1929.458634,1929.458634,,2.95402,3799.655531,1899.827765
3.0525,1340.272262,1742.353941,,3.465,3038.987215,5774.075709,,3.29058,1934.954691,1934.954691,,2.97728,3673.827328,1836.913664
3.069,1340.104563,1742.135932,,3.4815,3042.790567,5781.302077,,3.30876,1946.810072,1946.810072,,3.00054,3547.581717,1773.790859
3.0855,1346.396366,1750.315276,,3.498,3039.356486,5774.777324,,3.32694,1942.630408,1942.630408,,3.0238,3415.994719,1707.99736
3.102,1343.238384,1746.209899,,3.5145,3037.373797,5771.010214,,3.34512,1925.812898,1925.812898,,3.04706,3301.222363,1650.611182
3.1185,1349.398081,1754.217505,,3.531,3025.382992,5748.227684,,3.3633,1936.990957,1936.990957,,3.07032,3175.09131,1587.545655
3.135,1352.732011,1758.551614,,3.5475,3020.676564,5739.285471,,3.38148,1944.473764,1944.473764,,3.09358,3049.842987,1524.921494
3.1515,1353.152723,1759.09854,,3.564,3027.150608,5751.586156,,3.39966,1950.81615,1950.81615,,3.11684,2946.653779,1473.326889
3.168,1352.934025,1758.814232,,3.5805,3011.284704,5721.440937,,3.41784,1958.841508,1958.841508,,3.1401,2839.496563,1419.748282
3.1845,1357.928164,1765.306613,,3.597,3007.741277,5714.708427,,3.43602,1958.519881,1958.519881,,3.16336,2739.821587,1369.910794
3.201,1351.430876,1756.860139,,3.6135,2997.192777,5694.666275,,3.4542,1955.522475,1955.522475,,3.18662,2646.027118,1323.013559
3.2175,1348.954583,1753.640958,,3.63,2998.026083,5696.249557,,3.47238,1952.727524,1952.727524,,3.20988,2568.888099,1284.44405
3.234,1351.753796,1757.279934,,3.6465,2997.93275,5696.072226,,3.49056,1953.856525,1953.856525,,3.23314,2480.020662,1240.010331
3.2505,1358.754877,1766.38134,,3.663,2985.436295,5672.32896,,3.50874,1939.938612,1939.938612,,3.2564,2410.913326,1205.456663
3.267,1355.364394,1761.973713,,3.6795,2964.372447,5632.307649,,3.52692,1948.110153,1948.110153,,3.27966,2340.030904,1170.015452
3.2835,1351.129273,1756.468055,,3.696,2962.922095,5629.55198,,3.5451,1963.587952,1963.587952,,3.30292,2287.446616,1143.723308
3.3,1353.23579,1759.206528,,3.7125,2956.490692,5617.332315,,3.56328,1956.863982,1956.863982,,3.32618,2232.94342,1116.47171
3.3165,1359.174223,1766.92649,,3.729,2952.03601,5608.868418,,3.58146,1969.343159,1969.343159,,3.34944,2186.311289,1093.155644
3.333,1358.350173,1765.855225,,3.7455,2939.459968,5584.97394,,3.59964,1981.839617,1981.839617,,3.3727,2145.170474,1072.585237
3.3495,1369.066721,1779.786737,,3.762,2929.156402,5565.397164,,3.61782,1982.082311,1982.082311,,3.39596,2106.969281,1053.484641
3.366,1360.907617,1769.179902,,3.7785,2920.072096,5548.136982,,3.636,1979.661981,1979.661981,,3.41922,2079.619675,1039.809838
3.3825,1361.395167,1769.813718,,3.795,2915.325271,5539.118014,,3.65418,1977.66575,1977.66575,,3.44248,2054.333747,1027.166874
