6FDA-AP6F,,,,6FDA-PDODA,,,,ODPA-AP6F,,,,ODPA-PDODA,,
3.399,1365.519019,1775.174725,,3.8115,2906.441128,5522.238142,,3.67236,1980.606008,1980.606008,,3.46574,2036.972918,1018.486459
3.4155,1365.052797,1774.568636,,3.828,2898.19175,5506.564324,,3.69054,1991.89027,1991.89027,,3.489,2019.897506,1009.948753
3.432,1366.846947,1776.901032,,3.8445,2888.628019,5488.393235,,3.70872,1979.730354,1979.730354,,3.51226,2001.379635,1000.689818
3.4485,1366.722411,1776.739134,,3.861,2882.440691,5476.637313,,3.7269,1980.324133,1980.324133,,3.53552,1990.637002,995.318501
3.465,1364.228749,1773.497374,,3.8775,2878.345899,5468.857209,,3.74508,1991.142845,1991.142845,,3.55878,1984.720249,992.3601245
3.4815,1358.915977,1766.59077,,3.894,2875.693798,5463.818216,,3.76326,1994.10944,1994.10944,,3.58204,1979.926418,989.9632089
3.498,1358.386118,1765.901954,,3.9105,2863.249616,5440.17427,,3.78144,1995.861861,1995.861861,,3.6053,1975.553249,987.7766243
3.5145,1363.429114,1772.457849,,3.927,2847.540586,5410.327114,,3.79962,2000.19202,2000.19202,,3.62856,1969.87727,984.9386349
3.531,1368.237003,1778.708103,,3.9435,2846.601913,5408.543635,,3.8178,2007.754909,2007.754909,,3.65182,1974.747814,987.373907
3.5475,1370.128385,1781.166901,,3.96,2839.041209,5394.178297,,3.83598,2011.952002,2011.952002,,3.67508,1969.87842,984.9392101
3.564,1369.365225,1780.174793,,3.9765,2819.774686,5357.571904,,3.85416,2005.584135,2005.584135,,3.69834,1956.718877,978.3594383
3.5805,1375.34325,1787.946225,,3.993,2819.37807,5356.818334,,3.87234,2011.522725,2011.522725,,3.7216,1950.63136,975.3156798
3.597,1371.751642,1783.277135,,4.0095,2812.254473,5343.283499,,3.89052,2015.06312,2015.06312,,3.74486,1955.383656,977.691828
3.6135,1378.810077,1792.4531,,4.026,2803.926345,5327.460056,,3.9087,2010.699948,2010.699948,,3.76812,1955.069453,977.5347266
3.63,1382.919778,1797.795711,,4.0425,2790.420304,5301.798578,,3.92688,2016.076736,2016.076736,,3.79138,1947.431275,973.7156373
3.6465,1380.818073,1795.063495,,4.059,2783.889827,5289.390672,,3.94506,2021.644978,2021.644978,,3.81464,1942.254778,971.1273889
3.663,1385.062685,1800.581491,,4.0755,2774.912577,5272.333896,,3.96324,2028.080498,2028.080498,,3.8379,1935.188286,967.5941431
3.6795,1383.365558,1798.375225,,4.092,2768.603918,5260.347445,,3.98142,2034.808742,2034.808742,,3.86116,1927.882408,963.9412041
3.696,1389.12728,1805.865464,,4.1085,2754.818109,5234.154407,,3.9996,2031.57347,2031.57347,,3.88442,1918.361134,959.1805668
3.7125,1392.67317,1810.475121,,4.125,2740.621836,5207.181488,,4.01778,2042.618794,2042.618794,,3.90768,1917.794711,958.8973553
3.729,1398.092446,1817.52018,,4.1415,2738.529816,5203.20665,,4.03596,2036.095857,2036.095857,,3.93094,1913.134055,956.5670275
3.7455,1388.113682,1804.547787,,4.158,2733.241762,5193.159348,,4.05414,2044.321243,2044.321243,,3.9542,1906.559005,953.2795024
3.762,1381.328214,1795.726678,,4.1745,2727.140945,5181.567796,,4.07232,2039.86567,2039.86567,,3.97746,1897.429155,948.7145774
3.7785,1391.4167,1808.84171,,4.191,2716.713662,5161.755959,,4.0905,2048.620776,2048.620776,,4.00072,1887.397417,943.6987086
3.795,1397.526304,1816.784195,,4.2075,2695.452281,5121.359334,,4.10868,2043.475355,2043.475355,,4.02398,1876.103817,938.0519084
3.8115,1396.307523,1815.199779,,4.224,2688.499586,5108.149214,,4.12686,2050.939688,2050.939688,,4.04724,1862.380508,931.1902539
3.828,1400.159243,1820.207015,,4.2405,2681.121207,5094.130293,,4.14504,2049.351835,2049.351835,,4.0705,1857.655315,928.8276575
3.8445,1401.141023,1821.48333,,4.257,2672.39062,5077.542177,,4.16322,2056.001268,2056.001268,,4.09376,1848.656043,924.3280214
3.861,1396.401907,1815.32248,,4.2735,2669.606344,5072.252053,,4.1814,2061.071919,2061.071919,,4.11702,1842.402731,921.2013655
3.8775,1399.289181,1819.075936,,4.29,2672.226623,5077.230584,,4.19958,2063.180342,2063.180342,,4.14028,1838.600815,919.3004074
3.894,1397.36305,1816.571966,,4.3065,2671.29372,5075.458068,,4.21776,2052.819019,2052.819019,,4.16354,1833.009368,916.5046838
3.9105,1400.30268,1820.393484,,4.323,2659.368953,5052.80101,,4.23594,2057.661052,2057.661052,,4.1868,1826.938158,913.4690789
3.927,1406.697502,1828.706753,,4.3395,2649.652368,5034.3395,,4.25412,2058.552547,2058.552547,,4.21006,1822.474777,911.2373885
3.9435,1404.783617,1826.218701,,4.356,2649.702174,5034.434131,,4.2723,2066.525651,2066.525651,,4.23332,1809.693593,904.8467963
3.96,1409.844663,1832.798062,,4.3725,2635.190815,5006.862549,,4.29048,2071.199014,2071.199014,,4.25658,1806.062729,903.0313646
3.9765,1405.756768,1827.483798,,4.389,2622.799322,4983.318711,,4.30866,2068.377764,2068.377764,,4.27984,1791.854915,895.9274576
3.993,1405.898998,1827.668697,,4.4055,2616.143576,4970.672795,,4.32684,2069.318503,2069.318503,,4.3031,1783.025255,891.5126277
4.0095,1409.428403,1832.256924,,4.422,2613.004119,4964.707826,,4.34502,2069.608946,2069.608946,,4.32636,1780.97275,890.486375
4.026,1403.557291,1824.624479,,4.4385,2605.37854,4950.219225,,4.3632,2062.027423,2062.027423,,4.34962,1777.789381,888.8946904
4.0425,1406.924987,1829.002483,,4.455,2596.704795,4933.739111,,4.38138,2045.058141,2045.058141,,4.37288,1775.971533,887.9857667
4.059,1414.888517,1839.355073,,4.4715,2593.66818,4927.969542,,4.39956,2056.752303,2056.752303,,4.39614,1763.865954,881.9329772
4.0755,1425.920903,1853.697174,,4.488,2582.612689,4906.96411,,4.41774,2060.276254,2060.276254,,4.4194,1767.836763,883.9183816
4.092,1424.128185,1851.366641,,4.5045,2573.46273,4889.579188,,4.43592,2062.164667,2062.164667,,4.44266,1761.365439,880.6827196
4.1085,1427.876375,1856.239287,,4.521,2565.934725,4875.275977,,4.4541,2073.562924,2073.562924,,4.46592,1762.807906,881.4039531
4.125,1421.232242,1847.601914,,4.5375,2563.461174,4870.576232,,4.47228,2065.080623,2065.080623,,4.48918,1759.163811,879.5819054
4.1415,1424.37036,1851.681468,,4.554,2562.061211,4867.916302,,4.49046,2071.307958,2071.307958,,4.51244,1762.647456,881.323728
4.158,1427.142252,1855.284928,,4.5705,2538.989046,4824.079188,,4.50864,2072.930161,2072.930161,,4.5357,1762.560657,881.2803287
4.1745,1429.616094,1858.500922,,4.587,2533.143072,4812.971837,,4.52682,2069.172484,2069.172484,,4.55896,1764.177274,882.0886372
4.191,1432.412775,1862.136608,,4.6035,2539.047439,4824.190135,,4.545,2065.372465,2065.372465,,4.58222,1765.270446,882.6352231
4.2075,1427.590675,1855.867878,,4.62,2538.06902,4822.331139,,4.56318,2063.572607,2063.572607,,4.60548,1766.31223,883.1561151
4.224,1427.674815,1855.977259,,4.6365,2526.464181,4800.281944,,4.58136,2073.523509,2073.523509,,4.62874,1770.174844,885.087422
4.2405,1427.814641,1856.159033,,4.653,2519.371197,4786.805274,,4.59954,2077.712211,2077.712211,,4.652,1771.387003,885.6935017
4.257,1431.327686,1860.725991,,4.6695,2522.245951,4792.267307,,4.61772,2070.907045,2070.907045,,4.67526,1779.158531,889.5792657
4.2735,1432.500919,1862.251195,,4.686,2501.305795,4752.48101,,4.6359,2072.434251,2072.434251,,4.69852,1779.734015,889.8670073
4.29,1436.615452,1867.600088,,4.7025,2487.850984,4726.916869,,4.65408,2072.651512,2072.651512,,4.72178,1783.855466,891.9277331
4.3065,1436.309402,1867.202223,,4.719,2494.240882,4739.057676,,4.67226,2052.716421,2052.716421,,4.74504,1785.956794,892.9783972
4.323,1439.44653,1871.280489,,4.7355,2504.277988,4758.128178,,4.69044,2058.595066,2058.595066,,4.7683,1788.501495,894.2507477
4.3395,1440.056796,1872.073835,,4.752,2490.923124,4732.753936,,4.70862,2059.988066,2059.988066,,4.79156,1793.767929,896.8839647
4.356,1445.624468,1879.311809,,4.7685,2488.970397,4729.043754,,4.7268,2056.718372,2056.718372,,4.81482,1799.324832,899.662416
4.3725,1448.799967,1883.439957,,4.785,2483.913698,4719.436026,,4.74498,2064.533161,2064.533161,,4.83808,1798.726055,899.3630273
4.389,1447.837716,1882.189031,,4.8015,2477.947398,4708.100056,,4.76316,2065.578968,2065.578968,,4.86134,1795.786388,897.8931938
4.4055,1449.490492,1884.33764,,4.818,2469.277468,4691.627189,,4.78134,2065.339965,2065.339965,,4.8846,1794.343465,897.1717326
4.422,1458.738455,1896.359992,,4.8345,2466.976948,4687.256202,,4.79952,2072.459479,2072.459479,,4.90786,1795.860277,897.9301383
4.4385,1445.004632,1878.506021,,4.851,2468.004545,4689.208635,,4.8177,2064.475238,2064.475238,,4.93112,1796.302399,898.1511994
4.455,1458.042467,1895.455207,,4.8675,2466.682934,4686.697574,,4.83588,2054.4054,2054.4054,,4.95438,1787.583603,893.7918017
4.4715,1457.399504,1894.619355,,4.884,2461.79797,4677.416144,,4.85406,2058.401181,2058.401181,,4.97764,1787.578606,893.7893031
4.488,1455.167298,1891.717487,,4.9005,2454.817767,4664.153757,,4.87224,2054.853154,2054.853154,,5.0009,1783.848299,891.9241495
4.5045,1452.29235,1887.980055,,4.917,2441.120711,4638.12935,,4.89042,2057.140222,2057.140222,,5.02416,1778.050196,889.0250978
4.521,1462.337331,1901.03853,,4.9335,2442.854353,4641.423272,,4.9086,2061.145859,2061.145859,,5.04742,1776.966753,888.4833765
4.5375,1462.204671,1900.866072,,4.95,2440.62645,4637.190256,,4.92678,2062.466016,2062.466016,,5.07068,1766.178281,883.0891405
4.554,1465.428266,1905.056745,,4.9665,2434.455603,4625.465645,,4.94496,2059.555547,2059.555547,,5.09394,1762.440015,881.2200075
4.5705,1461.629266,1900.118046,,4.983,2435.765286,4627.954043,,4.96314,2063.663303,2063.663303,,5.1172,1763.364699,881.6823496
4.587,1469.272758,1910.054586,,4.9995,2433.898244,4624.406664,,4.98132,2061.254703,2061.254703,,5.14046,1760.477631,880.2388155
4.6035,1471.447793,1912.882131,,5.016,2431.635131,4620.106748,,4.9995,2075.775384,2075.775384,,5.16372,1754.57742,877.2887102
4.62,1468.428556,1908.957123,,5.0325,2425.327951,4608.123107,,5.01768,2069.030373,2069.030373,,5.18698,1750.5568,875.2784002
4.6365,1470.170547,1911.221711,,5.049,2420.203514,4598.386677,,5.03586,2058.743083,2058.743083,,5.21024,1748.144701,874.0723506
4.653,1471.330968,1912.730258,,5.0655,2422.890065,4603.491123,,5.05404,2052.205943,2052.205943,,5.2335,1740.662158,870.331079
4.6695,1471.552078,1913.017701,,5.082,2413.317919,4585.304046,,5.07222,2053.456624,2053.456624,,5.25676,1730.284898,865.1424492
4.686,1466.9717,1907.06321,,5.0985,2421.409217,4600.677513,,5.0904,2057.020848,2057.020848,,5.28002,1732.066594,866.033297
4.7025,1470.029059,1911.037776,,5.115,2418.369884,4594.90278,,5.10858,2051.176884,2051.176884,,5.30328,1733.894359,866.9471797
4.719,1475.107266,1917.639445,,5.1315,2413.060146,4584.814277,,5.12676,2053.56004,2053.56004,,5.32654,1731.570032,865.7850162
4.7355,1473.51476,1915.569188,,5.181,2395.771877,4551.966565,,5.14494,2057.357618,2057.357618,,5.3498,1738.481682,869.2408408
4.752,1479.090994,1922.818292,,5.1975,2387.835071,4536.886635,,5.16312,2056.476924,2056.476924,,5.37306,1743.395061,871.6975305
4.7685,1480.210704,1924.273916,,5.214,2389.382051,4539.825896,,5.1813,2063.91924,2063.91924,,5.39632,1745.704396,872.8521981
4.785,1482.784621,1927.620008,,5.2305,2385.004921,4531.50935,,5.19948,2060.840124,2060.840124,,5.41958,1746.404364,873.2021822
4.8015,1487.919585,1934.29546,,5.247,2391.314287,4543.497146,,5.21766,2068.885014,2068.885014,,5.44284,1756.571748,878.2858741
4.818,1488.227917,1934.696292,,5.2635,2388.917708,4538.943646,,5.23584,2060.572131,2060.572131,,5.4661,1763.416298,881.7081488
4.8345,1486.344821,1932.248267,,5.28,2382.404845,4526.569206,,5.25402,2055.197947,2055.197947,,5.48936,1776.031849,888.0159245
4.851,1494.303502,1942.594553,,5.2965,2384.86454,4531.242626,,5.2722,2059.10785,2059.10785,,5.51262,1791.901203,895.9506015
4.8675,1493.279072,1941.262794,,5.313,2369.834718,4502.685964,,5.29038,2064.89199,2064.89199,,5.53588,1798.905185,899.4525927
4.884,1493.840457,1941.992593,,5.3295,2382.73608,4527.198553,,5.30856,2064.582644,2064.582644,,5.55914,1818.457419,909.2287093
4.9005,1495.089351,1943.616156,,5.346,2373.372967,4509.408638,,5.32674,2062.006081,2062.006081,,5.5824,1835.325079,917.6625395
4.917,1489.89515,1936.863695,,5.3625,2371.231831,4505.340478,,5.34492,2076.157883,2076.157883,,5.60566,1850.111245,925.0556227
4.9335,1496.055432,1944.872062,,5.379,2374.68424,4511.900055,,5.3631,2076.90768,2076.90768,,5.62892,1859.40361,929.7018049
4.95,1499.399845,1949.219799,,5.3955,2379.527436,4521.102128,,5.38128,2086.912518,2086.912518,,5.65218,1877.671503,938.8357516
4.9665,1495.994093,1944.79232,,5.412,2377.62229,4517.482351,,5.39946,2083.074106,2083.074106,,5.67544,1902.730138,951.3650689
4.983,1497.625367,1946.912977,,5.4285,2379.239627,4520.555292,,5.41764,2077.018766,2077.018766,,5.6987,1927.9561,963.9780502
4.9995,1507.074091,1959.196318,,5.445,2377.66157,4517.556984,,5.43582,2104.458002,2104.458002,,5.72196,1952.896594,976.4482971
5.016,1507.209665,1959.372564,,5.4615,2369.787579,4502.596401,,5.454,2107.175912,2107.175912,,5.74522,1979.189382,989.5946911
5.0325,1509.069753,1961.790679,,5.478,2354.049741,4472.694508,,5.47218,2093.924098,2093.924098,,5.76848,2009.6469,1004.82345
5.049,1511.203342,1964.564345,,5.4945,2360.905103,4485.719696,,5.49036,2090.996212,2090.996212,,5.79174,2026.442475,1013.221237
5.0655,1517.259142,1972.436884,,5.511,2369.291155,4501.653194,,5.50854,2093.577433,2093.577433,,5.815,2048.028478,1024.014239
5.082,1517.188343,1972.344845,,5.5275,2367.027454,4497.352162,,5.52672,2102.665941,2102.665941,,5.83826,2077.107231,1038.553615
5.0985,1517.817769,1973.1631,,5.544,2365.504792,4494.459105,,5.5449,2098.453129,2098.453129,,5.86152,2097.565426,1048.782713
5.115,1515.931254,1970.71063,,5.5605,2366.363299,4496.090269,,5.56308,2101.183794,2101.183794,,5.88478,2111.815143,1055.907571
5.1315,1521.483804,1977.928946,,5.577,2357.15394,4478.592486,,5.58126,2103.402036,2103.402036,,5.90804,2133.939065,1066.969533
5.148,1519.134519,1974.874875,,5.5935,2360.604906,4485.149322,,5.59944,2115.365214,2115.365214,,5.9313,2144.568633,1072.284317
5.1645,1526.362141,1984.270783,,5.61,2361.069081,4486.031254,,5.61762,2111.09947,2111.09947,,5.95456,2159.541025,1079.770512
5.181,1527.023763,1985.130891,,5.6265,2358.128542,4480.444231,,5.6358,2122.609962,2122.609962,,5.97782,2173.030234,1086.515117
5.1975,1525.605782,1983.287516,,5.643,2361.087484,4486.06622,,5.65398,2124.468238,2124.468238,,6.00108,2185.995244,1092.997622
5.214,1519.234788,1975.005225,,5.6595,2361.608494,4487.056138,,5.67216,2123.887624,2123.887624,,6.02434,2191.943688,1095.971844
5.2305,1523.698095,1980.807524,,5.676,2360.89418,4485.698942,,5.69034,2127.731045,2127.731045,,6.0476,2195.00708,1097.50354
5.247,1532.194545,1991.852909,,5.6925,2364.493716,4492.538061,,5.70852,2123.35339,2123.35339,,6.07086,2195.139244,1097.569622
5.2635,1536.553947,1997.520131,,5.709,2359.594098,4483.228786,,5.7267,2136.473828,2136.473828,,6.09412,2195.302801,1097.6514
5.28,1532.892582,1992.760357,,5.7255,2362.889906,4489.490821,,5.74488,2138.002781,2138.002781,,6.11738,2201.070649,1100.535325
5.2965,1536.119152,1996.954897,,5.742,2355.981279,4476.36443,,5.76306,2137.389386,2137.389386,,6.14064,2208.363194,1104.181597
5.313,1541.82398,2004.371174,,5.7585,2354.80752,4474.134287,,5.78124,2135.228712,2135.228712,,6.1639,2213.764738,1106.882369
5.3295,1542.697822,2005.507168,,5.775,2356.473555,4477.299754,,5.79942,2140.281862,2140.281862,,6.18716,2224.003322,1112.001661
5.346,1544.011924,2007.215502,,5.7915,2366.046045,4495.487485,,5.8176,2151.597263,2151.597263,,6.21042,2233.851689,1116.925845
5.3625,1543.998486,2007.198032,,5.808,2362.231766,4488.240355,,5.83578,2158.8431,2158.8431,,6.23368,2239.38509,1119.692545
5.379,1542.690988,2005.498285,,5.8245,2365.440994,4494.337888,,5.85396,2156.541451,2156.541451,,6.25694,2251.109775,1125.554887
5.3955,1546.749222,2010.773989,,5.841,2356.201183,4476.782248,,5.87214,2149.544919,2149.544919,,6.2802,2265.204812,1132.602406
5.412,1553.36066,2019.368858,,5.8575,2353.374939,4471.412384,,5.89032,2149.564278,2149.564278,,6.30346,2280.615522,1140.307761
5.4285,1559.321703,2027.118214,,5.874,2354.746739,4474.018805,,5.9085,2166.678606,2166.678606,,6.32672,2299.156352,1149.578176
5.445,1559.453736,2027.289857,,5.8905,2359.29003,4482.651057,,5.92668,2178.768766,2178.768766,,6.34998,2310.784971,1155.392485
5.4615,1560.731435,2028.950865,,5.907,2362.302288,4488.374348,,5.94486,2179.274616,2179.274616,,6.37324,2329.189848,1164.594924
5.478,1556.431773,2023.361305,,5.9235,2361.839068,4487.49423,,5.96304,2178.502842,2178.502842,,6.3965,2348.044913,1174.022456
5.4945,1559.32098,2027.117274,,5.94,2364.82988,4493.176771,,5.98122,2186.134714,2186.134714,,6.41976,2369.025706,1184.512853
5.511,1552.54953,2018.31439,,5.9565,2364.241779,4492.059381,,5.9994,2193.440228,2193.440228,,6.44302,2377.836014,1188.918007
5.5275,1565.161661,2034.71016,,5.973,2365.641006,4494.717911,,6.01758,2192.697941,2192.697941,,6.46628,2394.355905,1197.177952
5.544,1575.289849,2047.876803,,5.9895,2360.604427,4485.148411,,6.03576,2204.720212,2204.720212,,6.48954,2411.463503,1205.731752
5.5605,1578.516055,2052.070872,,6.006,2363.135111,4489.956711,,6.05394,2205.148773,2205.148773,,6.5128,2418.981189,1209.490595
5.577,1573.547388,2045.611604,,6.0225,2367.131462,4497.549777,,6.07212,2207.779676,2207.779676,,6.53606,2419.498794,1209.749397
5.5935,1574.063602,2046.282683,,6.039,2371.043276,4504.982225,,6.0903,2212.831704,2212.831704,,6.55932,2414.662147,1207.331074
5.61,1578.803019,2052.443925,,6.0555,2382.984233,4527.670042,,6.10848,2225.137782,2225.137782,,6.58258,2407.776367,1203.888183
5.6265,1583.53816,2058.599608,,6.072,2371.621121,4506.080129,,6.12666,2227.873659,2227.873659,,6.60584,2404.319181,1202.159591
5.643,1582.024848,2056.632302,,6.0885,2363.325539,4490.318523,,6.14484,2222.903055,2222.903055,,6.6291,2394.796678,1197.398339
5.6595,1584.221645,2059.488139,,6.105,2368.304314,4499.778196,,6.16302,2235.441911,2235.441911,,6.65236,2387.95359,1193.976795
5.676,1589.583078,2066.458001,,6.1215,2370.043455,4503.082564,,6.1812,2244.200352,2244.200352,,6.67562,2364.982726,1182.491363
5.6925,1590.702335,2067.913035,,6.138,2369.450722,4501.956372,,6.19938,2245.144478,2245.144478,,6.69888,2342.172283,1171.086141
5.709,1593.01208,2070.915704,,6.1545,2374.6692,4511.87148,,6.21756,2254.48767,2254.48767,,6.72214,2319.652464,1159.826232
5.7255,1602.385756,2083.101482,,6.171,2377.573377,4517.389417,,6.23574,2250.546609,2250.546609,,6.7454,2297.232716,1148.616358
5.742,1598.679401,2078.283221,,6.1875,2364.22585,4492.029116,,6.25392,2270.662184,2270.662184,,6.76866,2270.303239,1135.15162
5.7585,1597.428994,2076.657692,,6.204,2370.397315,4503.754899,,6.2721,2265.692243,2265.692243,,6.79192,2247.745767,1123.872883
5.775,1599.834677,2079.78508,,6.2205,2378.268128,4518.709443,,6.29028,2272.182313,2272.182313,,6.81518,2210.052826,1105.026413
5.7915,1603.725582,2084.843257,,6.237,2379.629349,4521.295763,,6.30846,2273.126687,2273.126687,,6.83844,2187.084338,1093.542169
5.808,1609.181689,2091.936195,,6.2535,2385.302999,4532.075698,,6.32664,2272.136919,2272.136919,,6.8617,2167.204815,1083.602407
5.8245,1608.780726,2091.414943,,6.27,2386.094742,4533.580009,,6.34482,2283.147568,2283.147568,,6.88496,2144.785348,1072.392674
5.841,1615.695143,2100.403685,,6.2865,2378.813495,4519.74564,,6.363,2283.813803,2283.813803,,6.90822,2122.41315,1061.206575
5.8575,1617.017177,2102.122331,,6.303,2383.324652,4528.316838,,6.38118,2303.042729,2303.042729,,6.93148,2100.889761,1050.444881
5.874,1617.63879,2102.930426,,6.3195,2386.018185,4533.434552,,6.39936,2315.112059,2315.112059,,6.95474,2088.049591,1044.024796
5.8905,1622.550145,2109.315188,,6.336,2390.158094,4541.300379,,6.41754,2316.585916,2316.585916,,6.978,2075.26957,1037.634785
5.907,1622.356933,2109.064013,,6.3525,2389.87278,4540.758283,,6.43572,2323.375411,2323.375411,,7.00126,2066.139253,1033.069626
5.9235,1626.521705,2114.478217,,6.369,2394.925706,4550.358842,,6.4539,2318.74536,2318.74536,,7.02452,2054.114896,1027.057448
5.94,1626.950485,2115.035631,,6.3855,2388.157043,4537.498383,,6.47208,2326.563017,2326.563017,,7.04778,2046.321621,1023.16081
5.9565,1633.651178,2123.746532,,6.402,2387.987939,4537.177084,,6.49026,2339.182256,2339.182256,,7.07104,2038.387517,1019.193759
5.973,1635.735481,2126.456126,,6.4185,2385.559296,4532.562662,,6.50844,2340.27984,2340.27984,,7.0943,2034.245083,1017.122542
5.9895,1636.118555,2126.954122,,6.435,2394.931957,4550.370719,,6.52662,2354.014101,2354.014101,,7.11756,2033.136388,1016.568194
6.006,1638.946304,2130.630195,,6.4515,2393.145686,4546.976803,,6.5448,2352.886798,2352.886798,,7.14082,2038.385984,1019.192992
6.0225,1638.008254,2129.41073,,6.468,2395.99155,4552.383946,,6.56298,2358.766028,2358.766028,,7.16408,2031.504513,1015.752256
6.039,1644.634544,2138.024907,,6.4845,2402.71844,4565.165036,,6.58116,2362.096335,2362.096335,,7.18734,2027.105566,1013.552783
6.0555,1654.296984,2150.586079,,6.501,2411.440898,4581.737707,,6.59934,2382.671012,2382.671012,,7.2106,2035.165974,1017.582987
6.072,1654.831594,2151.281072,,6.5175,2407.622495,4574.48274,,6.61752,2383.032121,2383.032121,,7.23386,2040.413432,1020.206716
6.0885,1650.05533,2145.071929,,6.534,2418.854513,4595.823575,,6.6357,2385.043355,2385.043355,,7.25712,2048.420184,1024.210092
6.105,1657.617314,2154.902509,,6.5505,2418.73539,4595.597241,,6.65388,2389.673498,2389.673498,,7.28038,2055.813344,1027.906672
6.1215,1663.131054,2162.07037,,6.567,2411.963986,4582.731573,,6.67206,2399.098771,2399.098771,,7.30364,2054.160805,1027.080403
6.138,1664.476226,2163.819094,,6.5835,2411.856174,4582.526731,,6.69024,2411.556722,2411.556722,,7.3269,2054.269132,1027.134566
6.1545,1671.871824,2173.433371,,6.6,2417.608501,4593.456153,,6.70842,2422.434675,2422.434675,,7.35016,2062.998025,1031.499012
6.171,1676.184463,2179.039802,,6.6165,2429.31211,4615.693009,,6.7266,2421.229211,2421.229211,,7.37342,2069.105797,1034.552899
6.1875,1678.646602,2182.240583,,6.633,2433.321727,4623.311282,,6.74478,2434.533176,2434.533176,,7.39668,2080.691421,1040.345711
6.204,1680.975247,2185.267821,,6.6495,2432.904627,4622.518792,,6.76296,2447.477365,2447.477365,,7.41994,2088.708969,1044.354485
6.2205,1682.953361,2187.83937,,6.666,2439.651109,4635.337107,,6.78114,2462.735586,2462.735586,,7.4432,2099.730054,1049.865027
6.237,1691.592402,2199.070122,,6.6825,2431.110068,4619.109128,,6.79932,2466.113592,2466.113592,,7.46646,2107.85639,1053.928195
6.2535,1690.483155,2197.628101,,6.699,2435.443298,4627.342266,,6.8175,2471.722246,2471.722246,,7.48972,2118.116128,1059.058064
6.27,1694.488329,2202.834827,,6.7155,2444.218199,4644.014578,,6.83568,2485.174628,2485.174628,,7.51298,2130.056976,1065.028488
6.2865,1695.153153,2203.699099,,6.732,2448.386909,4651.935126,,6.85386,2489.237289,2489.237289,,7.53624,2135.868426,1067.934213
6.303,1687.735642,2194.056335,,6.7485,2446.51273,4648.374187,,6.87204,2496.379963,2496.379963,,7.5595,2150.356117,1075.178059
6.3195,1703.590356,2214.667463,,6.765,2450.4725,4655.897749,,6.89022,2495.77835,2495.77835,,7.58276,2155.988097,1077.994048
6.336,1708.593204,2221.171165,,6.7815,2449.185431,4653.45232,,6.9084,2514.704945,2514.704945,,7.60602,2164.649906,1082.324953
6.3525,1719.963279,2235.952262,,6.798,2444.918802,4645.345723,,6.92658,2528.667558,2528.667558,,7.62928,2181.301042,1090.650521
6.369,1718.939175,2234.620927,,6.8145,2457.428088,4669.113367,,6.94476,2529.115459,2529.115459,,7.65254,2192.147127,1096.073563
6.3855,1711.063272,2224.382253,,6.831,2462.654306,4679.043181,,6.96294,2541.564652,2541.564652,,7.6758,2203.860907,1101.930454
6.402,1716.019743,2230.825666,,6.8475,2468.62969,4690.39641,,6.98112,2549.158943,2549.158943,,7.69906,2213.196473,1106.598236
6.4185,1724.493075,2241.840997,,6.864,2469.087074,4691.265441,,6.9993,2567.324397,2567.324397,,7.72232,2225.492737,1112.746368
6.435,1732.262752,2251.941578,,6.8805,2467.373023,4688.008744,,7.01748,2572.430629,2572.430629,,7.74558,2323.510928,1161.755464
6.4515,1729.138353,2247.879859,,6.897,2472.219243,4697.216563,,7.03566,2587.671022,2587.671022,,7.81536,2307.559973,1153.779987
6.468,1732.441811,2252.174354,,6.9135,2474.661445,4701.856745,,7.05384,2605.66077,2605.66077,,7.83862,2292.909513,1146.454757
6.4845,1737.115253,2258.249829,,6.93,2476.263722,4704.901071,,7.07202,2609.529597,2609.529597,,7.86188,2300.198869,1150.099434
6.501,1746.788233,2270.824703,,6.9465,2470.518309,4693.984787,,7.0902,2622.366511,2622.366511,,7.88514,2316.362996,1158.181498
6.5175,1745.807994,2269.550392,,6.963,2476.6958,4705.72202,,7.10838,2625.040076,2625.040076,,7.9084,2331.914727,1165.957364
6.534,1752.235068,2277.905588,,6.9795,2486.775247,4724.872969,,7.12656,2632.354461,2632.354461,,7.93166,2340.137808,1170.068904
6.5505,1749.7894,2274.72622,,6.996,2489.474628,4730.001793,,7.14474,2650.833271,2650.833271,,7.95492,2355.732408,1177.866204
6.567,1755.111898,2281.645467,,7.0125,2496.39423,4743.149038,,7.16292,2655.173261,2655.173261,,7.97818,2369.215621,1184.607811
6.5835,1762.857129,2291.714268,,7.029,2497.275515,4744.823479,,7.1811,2673.082729,2673.082729,,8.00144,2382.00262,1191.00131
6.6,1771.789666,2303.326566,,7.0455,2503.396405,4756.453169,,7.19928,2682.695983,2682.695983,,8.0247,2391.70583,1195.852915
6.6165,1773.521541,2305.578003,,7.062,2504.618571,4758.775285,,7.21746,2689.062066,2689.062066,,8.047959,2404.188791,1202.094396
6.633,1771.255636,2302.632326,,7.0785,2511.859486,4772.533024,,7.23564,2708.400484,2708.400484,,8.071219,2420.233715,1210.116857
6.6495,1775.971759,2308.763287,,7.095,2512.937953,4774.58211,,7.25382,2722.962401,2722.962401,,8.09448,2434.277973,1217.138986
6.666,1784.616008,2320.000811,,7.1115,2510.167337,4769.317941,,7.272,2732.575536,2732.575536,,8.11774,2449.100074,1224.550037
