ODPA-AP6F-ODPA-PEG1500 (40%) DMAc,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc 2 step,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc,,,,ODPA-AP6F-ODPA-PEG6000 (50%) DMAc,,
0.91188,31985.87941,9595.763822,19191.52764,1.561025,8768.517922,11399.0733,,1.61612,12184.18885,3411.572879,,1.597755,8737.471754,4368.735877,17474.94351,1.561025,11193.2187,7499.456528,,1.597755,12313.73802,4925.495208,,0.912333,22904.10331,10993.96959,,10.465254,529.9238677,5299.238677,,1.39574,8632.580643,11222.35484
0.91486,31931.05092,9579.315276,19158.63055,1.57939,8620.698645,11206.90824,,1.634485,12069.68702,3379.512366,,1.61612,8617.197262,4308.598631,17234.39452,1.57939,10994.00151,7365.981015,,1.61612,12142.85627,4857.142508,,0.9153441,23113.66004,11094.55682,,10.513593,530.458908,5304.58908,,1.414105,8442.142793,10974.78563
0.91784,31819.52935,9545.858805,19091.71761,1.597755,8485.118012,11030.65342,,1.65285,11981.0199,3354.685572,,1.634485,8467.468629,4233.734314,16934.93726,1.597755,10771.33477,7216.794295,,1.634485,11955.54472,4782.217888,,0.918355,22931.33488,11007.04074,,10.561931,531.0789486,5310.789486,,1.43247,8236.103835,10706.93499
0.9208201,31831.56929,9549.470786,19098.94157,1.61612,8360.29498,10868.38347,,1.671215,11878.72698,3326.043553,,1.65285,8346.340604,4173.170302,16692.68121,1.61612,10568.34289,7080.789737,,1.65285,11797.12843,4718.851373,,0.921366,22889.84377,10987.12501,,10.610269,530.9018402,5309.018402,,1.450835,8062.91139,10481.78481
0.9238001,31687.23414,9506.170242,19012.34048,1.634485,8196.913116,10655.98705,,1.68958,11783.04589,3299.25285,,1.671215,8218.531116,4109.265558,16437.06223,1.634485,10349.38001,6934.084604,,1.671215,11636.45299,4654.581198,,0.924377,22883.00758,10983.84364,,10.658607,531.9696255,5319.696255,,1.4692,7879.842045,10243.79466
0.92678,31730.39961,9519.119884,19038.23977,1.65285,8084.748926,10510.1736,,1.707945,11665.14698,3266.241155,,1.68958,8074.906927,4037.453464,16149.81385,1.65285,10160.59769,6807.60045,,1.68958,11438.66462,4575.465849,,0.927388,22942.62485,11012.45993,,10.706946,532.7472125,5327.472125,,1.487565,7708.052081,10020.46771
0.92976,31581.61649,9474.484946,18948.96989,1.671215,7956.5138,10343.46794,,1.72631,11589.34613,3245.016917,,1.707945,7949.947066,3974.973533,15899.89413,1.671215,9976.173741,6684.036406,,1.707945,11247.93977,4499.175909,,0.9303991,22958.81003,11020.22881,,10.755284,532.4725889,5324.725889,,1.50593,7557.021086,9824.127412
0.93274,31441.96644,9432.589931,18865.17986,1.68958,7815.577721,10160.25104,,1.744675,11519.3954,3225.430713,,1.72631,7857.064975,3928.532488,15714.12995,1.68958,9774.899827,6549.182884,,1.72631,11122.33503,4448.934014,,0.93341,22807.18262,10947.44766,,10.803622,532.2095361,5322.095361,,1.524295,7421.750202,9648.275263
0.93572,31248.74213,9374.622638,18749.24528,1.707945,7672.37406,9974.086278,,1.76304,11452.83315,3206.793281,,1.744675,7736.342665,3868.171333,15472.68533,1.707945,9598.09635,6430.724554,,1.744675,10965.64064,4386.256257,,0.936421,22581.42668,10839.0848,,10.851961,532.4764772,5324.764772,,1.54266,7251.654076,9427.150299
0.9387,31391.09934,9417.329803,18834.65961,1.72631,7568.533539,9839.093601,,1.781405,11352.98197,3178.834951,,1.76304,7629.74107,3814.870535,15259.48214,1.72631,9463.271547,6340.391936,,1.76304,10825.27035,4330.108141,,0.939432,22483.38037,10792.02258,,10.9003,532.9318168,5329.318168,,1.561025,7112.958953,9246.846638
0.94168,31558.93066,9467.679197,18935.35839,1.744675,7456.76024,9693.788311,,1.79977,11237.40334,3146.472936,,1.781405,7504.810381,3752.40519,15009.62076,1.744675,9301.513936,6232.014337,,1.781405,10658.23934,4263.295734,,0.942443,22350.85203,10728.40898,,10.948638,531.1440192,5311.440192,,1.57939,6979.476781,9073.319815
0.9506201,31108.23884,9332.471653,18664.94331,1.76304,7339.869645,9541.830538,,1.818135,11135.31583,3117.888432,,1.79977,7395.907423,3697.953712,14791.81485,1.76304,9136.549843,6121.488395,,1.79977,10508.63962,4203.455849,,0.9454541,22171.33092,10642.23884,,10.996976,531.7427811,5317.427811,,1.597755,6847.558756,8901.826382
0.9536,31122.87208,9336.861623,18673.72325,1.781405,7210.50288,9373.653744,,1.8365,11039.07667,3090.941468,,1.818135,7286.827014,3643.413507,14573.65403,1.781405,8937.987074,5988.45134,,1.818135,10345.04122,4138.016488,,0.948465,22130.57826,10622.67756,,11.045314,532.5167241,5325.167241,,1.61612,6715.891751,8730.659276
0.95658,31092.79168,9327.837504,18655.67501,1.79977,7112.500248,9246.250322,,1.854865,10954.95303,3067.386848,,1.8365,7185.944289,3592.972144,14371.88858,1.79977,8789.402728,5888.899828,,1.8365,10201.02217,4080.408869,,0.951476,21985.95184,10553.25689,,11.093652,529.9888926,5299.888926,,1.634485,6570.454412,8541.590735
0.95956,31061.10199,9318.330598,18636.6612,1.818135,7000.548585,9100.71316,,1.87323,10888.55307,3048.794861,,1.854865,7094.056942,3547.028471,14188.11388,1.818135,8636.499537,5786.45469,,1.854865,10068.11638,4027.246551,,0.954487,21861.74055,10493.63546,,11.141992,529.7480837,5297.480837,,1.65285,6454.96017,8391.448221
0.96254,31101.53109,9330.459328,18660.91866,1.8365,6882.579986,8947.353982,,1.891595,10783.14146,3019.279608,,1.87323,6994.528697,3497.264349,13989.05739,1.8365,8496.636642,5692.74655,,1.87323,9931.735417,3972.694167,,0.957498,22000.49506,10560.23763,,11.19033,529.6526835,5296.526835,,1.671215,6316.836612,8211.887595
0.96552,31025.00097,9307.500291,18615.00058,1.854865,6796.013569,8834.81764,,1.90996,10672.80451,2988.385263,,1.891595,6901.624431,3450.812216,13803.24886,1.854865,8361.940231,5602.499955,,1.891595,9800.58279,3920.233116,,0.9605091,22177.48188,10645.1913,,11.238668,528.7397324,5287.397324,,1.68958,6196.974321,8056.066618
0.9685,30904.26624,9271.279871,18542.55974,1.87323,6701.519623,8711.97551,,1.928325,10570.39237,2959.709863,,1.90996,6827.973918,3413.986959,13655.94784,1.87323,8244.087033,5523.538312,,1.90996,9706.730015,3882.692006,,0.9635201,21798.57967,10463.31824,,11.287006,526.9859566,5269.859566,,1.707945,6074.08117,7896.305521
0.97148,30681.80985,9204.542955,18409.08591,1.891595,6590.99194,8568.289522,,1.94669,10492.79097,2937.981472,,1.928325,6704.356945,3352.178473,13408.71389,1.891595,8099.072326,5426.378458,,1.928325,9562.796125,3825.11845,,0.966531,21702.76057,10417.32507,,11.335344,524.1203742,5241.203742,,1.72631,5987.899572,7784.269443
0.97446,30647.83251,9194.349753,18388.69951,1.90996,6483.164497,8428.113846,,1.965055,10408.92162,2914.498053,,1.94669,6609.225764,3304.612882,13218.45153,1.90996,7977.250541,5344.757863,,1.94669,9442.857764,3777.143106,,0.969542,21705.01597,10418.40767,,11.383682,523.5158791,5235.158791,,1.744675,5869.229685,7629.998591
0.9774401,30440.57367,9132.172102,18264.3442,1.928325,6382.329683,8297.028587,,1.98342,10327.14494,2891.600584,,1.965055,6517.318246,3258.659123,13034.63649,1.928325,7822.606036,5241.146044,,1.965055,9308.724209,3723.489683,,0.972553,21617.49588,10376.39802,,11.432021,522.5734908,5225.734908,,1.76304,5780.248018,7514.322423
0.9804201,30683.85182,9205.155547,18410.31109,1.94669,6298.675689,8188.278395,,2.001785,10238.8539,2866.879092,,1.98342,6451.100642,3225.550321,12902.20128,1.94669,7725.441854,5176.046042,,1.98342,9183.388541,3673.355417,,0.9755641,21769.13663,10449.18558,,11.48036,521.1067243,5211.067243,,1.781405,5672.418782,7374.144416
0.9834,30426.00305,9127.800916,18255.60183,1.965055,6210.877685,8074.14099,,2.02015,10140.3724,2839.304271,,2.001785,6332.171568,3166.085784,12664.34314,1.965055,7623.079627,5107.46335,,2.001785,9045.762207,3618.304883,,0.9785751,21803.97929,10465.91006,,11.528698,519.196054,5191.96054,,1.79977,5589.176145,7265.928988
0.98638,30251.47185,9075.441555,18150.88311,1.98342,6107.806305,7940.148197,,2.038515,10075.39259,2821.109927,,2.02015,6254.738902,3127.369451,12509.4778,1.98342,7523.411699,5040.685838,,2.02015,8933.993331,3573.597332,,0.981586,21649.1359,10391.58523,,11.577036,517.5287957,5175.287957,,1.818135,5509.019603,7161.725485
0.98936,30237.17856,9071.153569,18142.30714,2.001785,6026.027774,7833.836107,,2.05688,10022.71269,2806.359554,,2.038515,6183.639014,3091.819507,12367.27803,2.001785,7392.291569,4952.835351,,2.038515,8828.878828,3531.551531,,0.984597,21382.50494,10263.60237,,11.625375,514.9173447,5149.173447,,1.8365,5404.534582,7025.894957
0.99234,30181.18304,9054.354911,18108.70982,2.02015,5928.640617,7707.232802,,2.075245,9915.930771,2776.460616,,2.05688,6120.227504,3060.113752,12240.45501,2.02015,7270.848209,4871.4683,,2.05688,8711.547576,3484.61903,,0.987608,21150.96009,10152.46084,,11.673713,512.26708,5122.6708,,1.854865,5312.046539,6905.660501
0.99532,30058.1963,9017.458889,18034.91778,2.038515,5869.035034,7629.745544,,2.09361,9816.526458,2748.627408,,2.075245,6048.259598,3024.129799,12096.5192,2.038515,7162.119512,4798.620073,,2.075245,8627.14874,3450.859496,,0.9906191,21118.69998,10136.97599,,11.722051,509.6566109,5096.566109,,1.87323,5240.306906,6812.398978
0.9983,30064.51568,9019.354703,18038.70941,2.05688,5807.44279,7549.675628,,2.111975,9770.001276,2735.600357,,2.09361,5961.115258,2980.557629,11922.23052,2.05688,7078.43492,4742.551397,,2.09361,8503.787839,3401.515136,,0.9936301,21305.13129,10226.46302,,11.77039,508.2675944,5082.675944,,1.891595,5160.473437,6708.615468
1.00128,30056.31018,9016.893054,18033.78611,2.075245,5717.950918,7433.336194,,2.13034,9679.715516,2710.320344,,2.111975,5882.291008,2941.145504,11764.58202,2.075245,6981.931571,4677.894152,,2.111975,8406.937992,3362.775197,,0.996641,21077.78466,10117.33664,,11.818728,506.0991998,5060.991998,,1.90996,5077.726621,6601.044607
1.00426,29989.77284,8996.931853,17993.86371,2.09361,5637.774116,7329.10635,,2.148705,9595.967097,2686.870787,,2.13034,5799.788795,2899.894398,11599.57759,2.09361,6878.943895,4608.89241,,2.13034,8297.589836,3319.035934,,0.999652,21112.8108,10134.14918,,11.867067,504.0946989,5040.946989,,1.928325,4976.829729,6469.878648
1.00724,29973.91306,8992.173918,17984.34784,2.111975,5575.62797,7248.316361,,2.16707,9509.870731,2662.763805,,2.148705,5721.265262,2860.632631,11442.53052,2.111975,6788.059438,4547.999823,,2.148705,8195.060551,3278.02422,,1.002663,20904.70901,10034.26033,,11.915405,500.7566215,5007.566215,,1.94669,4892.727512,6360.545766
1.01022,29860.81069,8958.243207,17916.48641,2.13034,5477.21377,7120.377902,,2.185435,9427.089723,2639.585122,,2.16707,5654.628423,2827.314211,11309.25685,2.13034,6692.045822,4483.670701,,2.16707,8110.518853,3244.207541,,1.005674,20888.00142,10026.24068,,11.963743,497.6528277,4976.528277,,1.965055,4832.040987,6281.653283
1.0132,29879.3839,8963.81517,17927.63034,2.148705,5408.545479,7031.109123,,2.2038,9363.949162,2621.905765,,2.185435,5592.152853,2796.076426,11184.30571,2.148705,6613.806211,4431.250161,,2.185435,7987.771069,3195.108428,,1.008685,21081.06357,10118.91051,,12.012081,495.6568904,4956.568904,,1.98342,4769.307888,6200.100255
1.01618,29621.75764,8886.527291,17773.05458,2.16707,5351.550503,6957.015654,,2.222165,9305.01162,2605.403253,,2.2038,5527.922377,2763.961189,11055.84475,2.16707,6549.251716,4387.99865,,2.2038,7900.182262,3160.072905,,1.011696,21137.91815,10146.20071,,12.060419,491.2640515,4912.640515,,2.001785,4674.395099,6076.713628
1.01916,29661.34918,8898.404754,17796.80951,2.185435,5270.008471,6851.011012,,2.24053,9197.441218,2575.283541,,2.222165,5457.358634,2728.679317,10914.71727,2.185435,6472.144205,4336.336617,,2.222165,7842.565192,3137.026077,,1.014707,20930.68352,10046.72809,,12.108759,490.3532801,4903.532801,,2.02015,4615.94157,6000.724041
1.02214,29696.22719,8908.868158,17817.73632,2.2038,5212.07181,6775.693353,,2.258895,9107.994061,2550.238337,,2.24053,5388.083712,2694.041856,10776.16742,2.2038,6393.659491,4283.751859,,2.24053,7754.175521,3101.670209,,1.017718,20903.83694,10033.84173,,12.157097,487.2426818,4872.426818,,2.038515,4564.784032,5934.219241
1.02512,29746.97034,8924.091103,17848.18221,2.222165,5155.410455,6702.033592,,2.27726,9045.719331,2532.801413,,2.258895,5326.143103,2663.071551,10652.28621,2.222165,6307.744124,4226.188563,,2.258895,7643.919463,3057.567785,,1.020729,20682.4952,9927.597694,,12.205435,484.8678093,4848.678093,,2.05688,4510.21735,5863.282555
1.0281,29775.43524,8932.630572,17865.26114,2.24053,5085.105956,6610.637743,,2.295625,8982.314157,2515.047964,,2.27726,5275.729202,2637.864601,10551.4584,2.24053,6227.040277,4172.116986,,2.27726,7557.378778,3022.951511,,1.02374,20612.53511,9894.016851,,12.253773,481.2604172,4812.604172,,2.075245,4432.611761,5762.39529
1.03108,29698.21534,8909.464601,17818.9292,2.258895,5018.60102,6524.181326,,2.31399,8907.393333,2494.070133,,2.295625,5207.249212,2603.624606,10414.49842,2.258895,6148.405474,4119.431668,,2.295625,7466.875967,2986.750387,,1.026751,20703.26236,9937.565934,,12.302111,479.2833131,4792.833131,,2.09361,4361.879042,5670.442754
1.03406,29554.00406,8866.201219,17732.40244,2.27726,4956.006355,6442.808262,,2.332355,8827.449595,2471.685887,,2.31399,5137.593143,2568.796571,10275.18629,2.27726,6065.93209,4064.1745,,2.31399,7398.783009,2959.513203,,1.029762,20673.42909,9923.245965,,12.35045,476.4081839,4764.081839,,2.111975,4301.853769,5592.409899
1.03704,29494.36088,8848.308263,17696.61653,2.295625,4882.838627,6347.690215,,2.35072,8771.054331,2455.895213,,2.332355,5083.879242,2541.939621,10167.75848,2.295625,6007.685058,4025.148989,,2.332355,7329.413807,2931.765523,,1.032773,20542.28814,9860.298305,,12.398788,473.2564744,4732.564744,,2.13034,4244.363642,5517.672734
1.04002,29391.41481,8817.424442,17634.84888,2.31399,4826.903968,6274.975158,,2.369085,8706.619806,2437.853546,,2.35072,5027.087578,2513.543789,10054.17516,2.31399,5939.751723,3979.633655,,2.35072,7233.411099,2893.36444,,1.035784,20393.7868,9789.017664,,12.447127,471.1777939,4711.777939,,2.148705,4182.608,5437.3904
1.043,29267.79383,8780.338148,17560.6763,2.332355,4781.921327,6216.497726,,2.38745,8644.306883,2420.405927,,2.369085,4980.805696,2490.402848,9961.611393,2.332355,5868.408615,3931.833772,,2.369085,7170.318725,2868.12749,,1.038795,20129.41092,9662.117241,,12.495465,468.0117755,4680.117755,,2.16707,4137.311811,5378.505355
1.04598,29245.83549,8773.750648,17547.5013,2.35072,4721.160936,6137.509217,,2.405815,8569.5188,2399.465264,,2.38745,4921.542982,2460.771491,9843.085963,2.35072,5792.943963,3881.272455,,2.38745,7088.097711,2835.239084,,1.041806,20264.00368,9726.721768,,12.543803,465.6608205,4656.608205,,2.185435,4085.463912,5311.103085
1.04896,29106.95715,8732.087146,17464.17429,2.369085,4670.875387,6072.138003,,2.42418,8478.705872,2374.037644,,2.405815,4867.876239,2433.938119,9735.752477,2.369085,5734.07038,3841.827154,,2.405815,7032.314005,2812.925602,,1.044817,20246.509,9718.324322,,12.592142,462.7283926,4627.283926,,2.2038,4046.304338,5260.195639
1.05194,29077.19541,8723.158624,17446.31725,2.38745,4624.906222,6012.378088,,2.442545,8441.295272,2363.562676,,2.42418,4826.162872,2413.081436,9652.325744,2.38745,5683.80297,3808.14799,,2.42418,6950.126528,2780.050611,,1.047828,20167.93265,9680.607674,,12.64048,459.3527808,4593.527808,,2.222165,4000.622414,5200.809138
1.05492,29065.07027,8719.521082,17439.04216,2.405815,4579.844305,5953.797597,,2.46091,8393.866091,2350.282506,,2.442545,4773.980167,2386.990083,9547.960333,2.405815,5637.353293,3777.026706,,2.442545,6872.121469,2748.848588,,1.050839,20080.78424,9638.776433,,12.688818,458.5642582,4585.642582,,2.24053,3940.461589,5122.600066
1.0579,28958.03571,8687.410712,17374.82142,2.42418,4521.864948,5878.424433,,2.479275,8305.996723,2325.679082,,2.46091,4727.310984,2363.655492,9454.621968,2.42418,5555.992241,3722.514802,,2.46091,6794.852642,2717.941057,,1.05385,19934.92469,9568.763854,,12.737157,454.4495499,4544.495499,,2.258895,3885.805632,5051.547322
1.06088,28871.1809,8661.354271,17322.70854,2.442545,4466.821553,5806.868019,,2.49764,8241.900124,2307.732035,,2.479275,4681.758156,2340.879078,9363.516312,2.442545,5502.672857,3686.790814,,2.479275,6728.151433,2691.260573,,1.056861,19887.52415,9546.011594,,12.785496,451.977054,4519.77054,,2.27726,3827.781854,4976.11641
1.06386,28889.9407,8666.982209,17333.96442,2.46091,4420.605417,5746.787042,,2.516005,8169.888974,2287.568913,,2.49764,4636.039092,2318.019546,9272.078184,2.46091,5451.499542,3652.504693,,2.49764,6670.68424,2668.273696,,1.059872,20119.96219,9657.58185,,12.833834,449.1195066,4491.195066,,2.295625,3780.664273,4914.863554
1.06684,28866.53347,8659.960041,17319.92008,2.479275,4386.653142,5702.649084,,2.53437,8120.70771,2273.798159,,2.516005,4575.396114,2287.698057,9150.792228,2.479275,5390.591703,3611.696441,,2.516005,6602.327829,2640.931132,,1.062883,19925.52014,9564.249667,,12.882172,446.8611148,4468.611148,,2.31399,3742.440847,4865.173101
1.06982,28791.0223,8637.306691,17274.61338,2.49764,4349.941661,5654.924159,,2.552735,8039.27362,2250.996614,,2.53437,4537.634072,2268.817036,9075.268144,2.49764,5351.655866,3585.60943,,2.53437,6534.480746,2613.792298,,1.065894,19892.52889,9548.413869,,12.93051,443.818972,4438.18972,,2.332355,3696.816192,4805.861049
1.0728,28696.85052,8609.055157,17218.11031,2.516005,4299.83119,5589.780547,,2.5711,7978.69537,2234.034704,,2.552735,4490.351179,2245.17559,8980.702358,2.516005,5283.695992,3540.076315,,2.552735,6476.98491,2590.793964,,1.068905,19914.10762,9558.771659,,12.978848,442.7191332,4427.191332,,2.35072,3656.368921,4753.279598
1.07578,28663.72074,8599.116223,17198.23245,2.53437,4244.086691,5517.312698,,2.589465,7920.725553,2217.803155,,2.5711,4450.883046,2225.441523,8901.766091,2.53437,5239.286911,3510.32223,,2.5711,6418.529479,2567.411792,,1.071916,19876.3373,9540.641905,,13.027186,439.4172539,4394.172539,,2.369085,3628.755732,4717.382452
1.07876,28446.39103,8533.917309,17067.83462,2.552735,4192.464701,5450.204111,,2.60783,7856.384312,2199.787607,,2.589465,4405.840104,2202.920052,8811.680208,2.552735,5187.884756,3475.882787,,2.589465,6347.201305,2538.880522,,1.074927,19642.63124,9428.462993,,13.075526,437.0765097,4370.765097,,2.38745,3581.036642,4655.347634
1.08174,28395.93834,8518.781502,17037.563,2.5711,4150.563096,5395.732025,,2.626195,7793.785785,2182.26002,,2.60783,4344.950788,2172.475394,8689.901576,2.5711,5139.133921,3443.219727,,2.60783,6269.598479,2507.839392,,1.077938,19660.664,9437.118718,,13.123864,434.0275012,4340.275012,,2.405815,3540.816683,4603.061688
1.08472,28422.09625,8526.628875,17053.25775,2.589465,4111.522453,5344.979189,,2.64456,7726.407329,2163.394052,,2.626195,4313.083996,2156.541998,8626.167992,2.589465,5089.054054,3409.666216,,2.626195,6240.963583,2496.385433,,1.080949,19636.73686,9425.633695,,13.172202,431.6224639,4316.224639,,2.42418,3511.118811,4564.454454
1.0877,28459.43508,8537.830525,17075.66105,2.60783,4068.488669,5289.035269,,2.662925,7681.404032,2150.793129,,2.64456,4274.304393,2137.152197,8548.608786,2.60783,5038.867582,3376.04128,,2.64456,6192.49932,2476.999728,,1.08396,19543.06563,9380.671502,,13.22054,430.0475343,4300.475343,,2.442545,3473.47958,4515.523454
1.09068,28233.66669,8470.100006,16940.20001,2.626195,4036.524721,5247.482137,,2.68129,7646.645587,2141.060764,,2.662925,4236.395059,2118.19753,8472.790119,2.626195,5002.019559,3351.353104,,2.662925,6121.823694,2448.729478,,1.086971,19422.4756,9322.788286,,13.268878,427.0853609,4270.853609,,2.46091,3434.41697,4464.742061
1.09366,28295.13069,8488.539208,16977.07842,2.64456,3998.244477,5197.71782,,2.699655,7606.956229,2129.947744,,2.68129,4195.816512,2097.908256,8391.633023,2.64456,4937.420815,3308.071946,,2.68129,6061.936236,2424.774494,,1.089982,19385.35892,9304.972284,,13.317217,424.8527513,4248.527513,,2.479275,3397.858565,4417.216135
1.09664,28192.73105,8457.819315,16915.63863,2.662925,3954.737583,5141.158858,,2.71802,7563.74222,2117.847822,,2.699655,4167.018647,2083.509324,8334.037294,2.662925,4889.881836,3276.22083,,2.699655,6027.37445,2410.94978,,1.092993,19275.96469,9252.46305,,13.365556,422.9977026,4229.977026,,2.49764,3362.838907,4371.690579
1.09962,27974.68027,8392.404081,16784.80816,2.68129,3922.92311,5099.800043,,2.736385,7503.801511,2101.064423,,2.71802,4136.527584,2068.263792,8273.055169,2.68129,4841.255828,3243.641405,,2.71802,5973.94705,2389.57882,,1.096004,19283.03114,9255.854946,,13.413894,421.3977413,4213.977413,,2.516005,3325.210375,4322.773488
1.1026,27918.42437,8375.527311,16751.05462,2.699655,3889.269156,5056.049902,,2.75475,7455.475959,2087.533269,,2.736385,4092.280939,2046.14047,8184.561878,2.699655,4805.559942,3219.725161,,2.736385,5922.987386,2369.194954,,1.099015,19429.46604,9326.143701,,13.462232,418.7204728,4187.204728,,2.53437,3305.927497,4297.705746
1.10558,28120.68297,8436.204892,16872.40978,2.71802,3859.136557,5016.877524,,2.773115,7398.937104,2071.702389,,2.75475,4048.443528,2024.221764,8096.887057,2.71802,4780.146053,3202.697856,,2.75475,5851.793978,2340.717591,,1.102026,19306.46324,9267.102353,,13.510571,415.4024693,4154.024693,,2.552735,3268.241951,4248.714537
1.10856,28213.53848,8464.061544,16928.12309,2.736385,3824.017914,4971.223288,,2.79148,7361.175035,2061.12901,,2.773115,4017.701802,2008.850901,8035.403605,2.736385,4750.781988,3183.023932,,2.773115,5797.636095,2319.054438,,1.105037,19215.95154,9223.65674,,13.558909,411.7124013,4117.124013,,2.5711,3219.213177,4184.97713
1.11154,27945.6563,8383.696889,16767.39378,2.75475,3780.773651,4915.005746,,2.809845,7308.25338,2046.310946,,2.79148,3990.928436,1995.464218,7981.856872,2.75475,4699.831249,3148.886937,,2.79148,5768.151519,2307.260608,,1.108048,18938.4387,9090.450575,,13.607247,409.5635332,4095.635332,,2.589465,3190.49714,4147.646282
1.11452,27626.01075,8287.803225,16575.60645,2.773115,3734.56404,4854.933252,,2.82821,7283.470555,2039.371756,,2.809845,3953.875187,1976.937594,7907.750374,2.773115,4653.720431,3117.992689,,2.809845,5717.462138,2286.984855,,1.111059,19110.80373,9173.185791,,13.655585,407.9927681,4079.927681,,2.60783,3159.174023,4106.92623
1.1175,27606.21274,8281.863822,16563.72764,2.79148,3721.56997,4838.040961,,2.846575,7215.69044,2020.393323,,2.82821,3916.103715,1958.051857,7832.20743,2.79148,4634.923758,3105.398918,,2.82821,5703.603398,2281.441359,,1.11407,19001.08268,9120.519684,,13.703924,405.6324193,4056.324193,,2.626195,3145.909678,4089.682581
1.12048,27481.43414,8244.430241,16488.86048,2.809845,3687.282275,4793.466958,,2.86494,7162.509274,2005.502597,,2.846575,3887.028673,1943.514336,7774.057345,2.809845,4588.005956,3073.96399,,2.846575,5658.984773,2263.593909,,1.117081,18892.51413,9068.406784,,13.752263,403.209898,4032.09898,,2.64456,3115.630792,4050.320029
1.12346,27561.88718,8268.566155,16537.13231,2.82821,3653.126168,4749.064018,,2.883305,7125.254206,1995.071178,,2.86494,3869.107115,1934.553558,7738.214231,2.82821,4551.583661,3049.561053,,2.86494,5607.333036,2242.933215,,1.120092,18982.11691,9111.416119,,13.800601,400.850209,4008.50209,,2.662925,3076.164782,3999.014217
1.12644,27427.27992,8228.183975,16456.36795,2.846575,3638.374958,4729.887446,,2.90167,7044.573662,1972.480625,,2.883305,3834.993856,1917.496928,7669.987712,2.846575,4521.658983,3029.511519,,2.883305,5552.970993,2221.188397,,1.123103,19057.35119,9147.528572,,13.848939,399.0597027,3990.597027,,2.68129,3063.397199,3982.416359
1.12942,27244.02436,8173.207309,16346.41462,2.86494,3587.332182,4663.531836,,2.920035,7008.947001,1962.50516,,2.90167,3807.245842,1903.622921,7614.491683,2.86494,4482.747632,3003.440914,,2.90167,5501.046233,2200.418493,,1.126114,18992.29405,9116.301143,,13.897277,397.1104753,3971.104753,,2.699655,3035.740801,3946.463042
1.1324,27542.74087,8262.822262,16525.64452,2.883305,3568.64687,4639.240931,,2.9384,6968.236943,1951.106344,,2.920035,3774.80332,1887.40166,7549.60664,2.883305,4444.061273,2977.521053,,2.920035,5462.333851,2184.93354,,1.129125,18987.53721,9114.01786,,13.945615,394.2204219,3942.204219,,2.71802,3009.230859,3912.000117
1.13538,27509.35513,8252.806538,16505.61308,2.90167,3535.760769,4596.489,,2.956765,6932.321809,1941.050106,,2.9384,3729.733028,1864.866514,7459.466056,2.90167,4404.994189,2951.346107,,2.9384,5419.520962,2167.808385,,1.132136,18713.96649,8982.703916,,13.993955,392.620545,3926.20545,,2.736385,2970.291255,3861.378631
1.13836,27389.48829,8216.846486,16433.69297,2.920035,3502.572455,4553.344192,,2.97513,6895.828877,1930.832085,,2.956765,3700.541514,1850.270757,7401.083027,2.920035,4375.400463,2931.51831,,2.956765,5379.692582,2151.877033,,1.135147,18630.09492,8942.445562,,14.042293,390.9155483,3909.155483,,2.75475,2941.238747,3823.610371
1.14134,27208.57243,8162.571728,16325.14346,2.9384,3478.582765,4522.157594,,2.993495,6850.264673,1918.074108,,2.97513,3693.307596,1846.653798,7386.615192,2.9384,4337.354077,2906.027232,,2.97513,5357.212069,2142.884827,,1.138158,18666.20612,8959.778936,,14.090631,387.9626272,3879.626272,,2.773115,2913.769936,3787.900917
1.14432,27198.86724,8159.660171,16319.32034,2.956765,3445.449818,4479.084763,,3.01186,6790.725541,1901.403152,,2.993495,3663.720761,1831.86038,7327.441521,2.956765,4317.038612,2892.41587,,2.993495,5314.313964,2125.725586,,1.141169,18594.19722,8925.214664,,14.138969,386.5821673,3865.821673,,2.79148,2905.048656,3776.563252
1.1473,27073.71888,8122.115663,16244.23133,2.97513,3433.132537,4463.072298,,3.030225,6752.061509,1890.577223,,3.01186,3625.622649,1812.811325,7251.245298,2.97513,4299.751043,2880.833199,,3.01186,5277.714611,2111.085844,,1.14418,18584.20821,8920.41994,,14.187307,383.7847239,3837.847239,,2.809845,2879.696945,3743.606029
1.15028,27120.05879,8136.017638,16272.03528,2.993495,3412.89606,4436.764878,,3.04859,6716.113908,1880.511894,,3.030225,3604.830267,1802.415134,7209.660535,2.993495,4272.372385,2862.489498,,3.030225,5258.565513,2103.426205,,1.147191,18449.81002,8855.908811,,14.235646,381.4385631,3814.385631,,2.82821,2859.396547,3717.215511
1.15326,26968.13571,8090.440713,16180.88143,3.01186,3388.291196,4404.778555,,3.066955,6666.923015,1866.738444,,3.04859,3574.380282,1787.190141,7148.760564,3.01186,4249.935503,2847.456787,,3.04859,5208.821562,2083.528625,,1.150202,18307.0206,8787.369887,,14.283984,380.0697916,3800.697916,,2.846575,2843.960063,3697.148082
