ODPA-AP6F-ODPA-PEG1500 (40%) DMAc,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc 2 step,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc,,,,ODPA-AP6F-ODPA-PEG6000 (50%) DMAc,,
4.12357,6572.2402,1971.67206,3943.34412,6.005355,2348.537279,3053.098462,,6.06045,4884.904219,1367.773181,,6.042085,2490.008905,1245.004453,4980.01781,6.005355,2931.012478,1963.778361,,6.042085,3742.678227,1497.071291,,4.150944,4008.238019,1923.954249,,,,,,5.84007,1850.846842,2406.100895
4.1433,6552.829128,1965.848738,3931.697477,6.02372,2359.514404,3067.368725,,6.078815,4879.786531,1366.340229,,6.06045,2499.287913,1249.643957,4998.575827,6.02372,2929.916212,1963.043862,,6.06045,3764.077225,1505.63089,,4.171392,3978.06153,1909.469534,,,,,,5.858435,1856.11852,2412.954075
4.16303,6524.490574,1957.347172,3914.694345,6.042085,2368.274289,3078.756575,,6.09718,4868.227913,1363.103816,,6.078815,2503.628894,1251.814447,5007.257788,6.042085,2939.728456,1969.618066,,6.078815,3763.347579,1505.339032,,4.19184,3949.543636,1895.780945,,,,,,5.8768,1863.486299,2422.532188
4.18276,6496.609386,1948.982816,3897.965632,6.06045,2366.747343,3076.771546,,6.115545,4866.70454,1362.677271,,6.09718,2496.127646,1248.063823,4992.255293,6.06045,2949.898547,1976.432027,,6.09718,3755.413684,1502.165473,,4.212288,3939.59006,1891.003229,,,,,,5.895165,1865.00804,2424.510452
4.20249,6463.589169,1939.076751,3878.153501,6.078815,2367.902278,3078.272962,,6.13391,4876.235936,1365.346062,,6.115545,2500.882889,1250.441444,5001.765778,6.078815,2957.276827,1981.375474,,6.115545,3761.100055,1504.440022,,4.232736,3932.397563,1887.55083,,,,,,5.91353,1882.186811,2446.842855
4.22222,6448.380557,1934.514167,3869.028334,6.09718,2361.214803,3069.579244,,6.152275,4871.773209,1364.096498,,6.13391,2508.835335,1254.417667,5017.670669,6.09718,2947.601981,1974.893327,,6.13391,3784.62193,1513.848772,,4.253184,3907.418199,1875.560735,,,,,,5.931895,1871.821271,2433.367652
4.24195,6437.800449,1931.340135,3862.680269,6.115545,2372.054254,3083.67053,,6.17064,4906.510245,1373.822869,,6.152275,2509.178935,1254.589468,5018.357871,6.115545,2955.699304,1980.318534,,6.152275,3776.359466,1510.543786,,4.273632,3879.232401,1862.031552,,,,,,5.95026,1873.25051,2435.225663
4.26168,6398.624359,1919.587308,3839.174615,6.13391,2375.97475,3088.767175,,6.189005,4910.310237,1374.886866,,6.17064,2516.892886,1258.446443,5033.785772,6.13391,2969.636729,1989.656609,,6.17064,3766.572709,1506.629084,,4.29408,3881.863151,1863.294313,,,,,,5.968625,1874.712652,2437.126448
4.28141,6387.016126,1916.104838,3832.209675,6.152275,2376.167815,3089.01816,,6.20737,4912.873785,1375.60466,,6.189005,2526.972646,1263.486323,5053.945292,6.152275,2964.29197,1986.07562,,6.189005,3782.333285,1512.933314,,4.314528,3875.203764,1860.097807,,,,,,5.98699,1871.199469,2432.55931
4.30114,6378.857572,1913.657272,3827.314543,6.17064,2385.014882,3100.519346,,6.225735,4916.723743,1376.682648,,6.20737,2522.57168,1261.28584,5045.143359,6.17064,2969.981471,1989.887586,,6.20737,3789.04424,1515.617696,,4.334976,3856.667284,1851.200296,,,,,,6.005355,1870.937815,2432.219159
4.32087,6337.887163,1901.366149,3802.732298,6.189005,2387.787729,3104.124048,,6.2441,4942.999604,1384.039889,,6.225735,2533.531612,1266.765806,5067.063224,6.189005,2958.831952,1982.417408,,6.225735,3803.70222,1521.480888,,4.355424,3823.089937,1835.08317,,,,,,6.02372,1875.268698,2437.849307
4.3406,6321.765996,1896.529799,3793.059598,6.20737,2388.844372,3105.497684,,6.262465,4935.23254,1381.865111,,6.2441,2546.343944,1273.171972,5092.687888,6.20737,2963.340262,1985.437975,,6.2441,3818.813847,1527.525539,,4.375872,3798.862396,1823.45395,,,,,,6.042085,1890.279893,2457.363861
4.36033,6304.532959,1891.359888,3782.719776,6.225735,2403.002143,3123.902786,,6.28083,4954.131638,1387.156859,,6.262465,2542.145744,1271.072872,5084.291487,6.225735,2969.295176,1989.427768,,6.262465,3828.707006,1531.482802,,4.39632,3816.888354,1832.10641,,,,,,6.06045,1896.109484,2464.942329
4.38006,6301.400106,1890.420032,3780.840064,6.2441,2410.332847,3133.432701,,6.299195,4965.794465,1390.42245,,6.28083,2564.341185,1282.170592,5128.68237,6.2441,2983.204041,1998.746708,,6.28083,3824.268558,1529.707423,,4.416768,3804.736883,1826.273704,,,,,,6.078815,1901.397183,2471.816338
4.39979,6289.826974,1886.948092,3773.896184,6.262465,2412.98462,3136.880006,,6.31756,4963.474198,1389.772775,,6.299195,2558.742195,1279.371098,5117.484391,6.262465,2990.819833,2003.849288,,6.299195,3843.149383,1537.259753,,4.437216,3781.732092,1815.231404,,,,,,6.09718,1898.814736,2468.459156
4.41952,6263.541928,1879.062578,3758.125157,6.28083,2426.466722,3154.406739,,6.335925,4977.877978,1393.805834,,6.31756,2551.31124,1275.65562,5102.622481,6.28083,2991.113924,2004.046329,,6.31756,3838.33037,1535.332148,,4.457664,3760.490003,1805.035202,,,,,,6.115545,1902.779044,2473.612758
4.43925,6252.741718,1875.822515,3751.645031,6.299195,2435.65372,3166.349836,,6.35429,4984.078371,1395.541944,,6.335925,2563.878057,1281.939028,5127.756113,6.299195,3002.210324,2011.480917,,6.335925,3848.818213,1539.527285,,4.478112,3740.296361,1795.342253,,,,,,6.13391,1906.11516,2477.949708
4.45898,6237.399715,1871.219915,3742.439829,6.31756,2437.845483,3169.199127,,6.372655,4990.43692,1397.322338,,6.35429,2562.061362,1281.030681,5124.122723,6.31756,3006.996367,2014.687566,,6.35429,3862.377097,1544.950839,,4.49856,3743.677624,1796.96526,,,,,,6.152275,1896.714382,2465.728697
4.47871,6213.1307,1863.93921,3727.87842,6.335925,2442.091785,3174.719321,,6.39102,4998.802173,1399.664609,,6.372655,2560.801465,1280.400732,5121.602929,6.335925,3008.447526,2015.659842,,6.372655,3853.113865,1541.245546,,4.519008,3723.871853,1787.458489,,,,,,6.17064,1910.576384,2483.749299
4.49844,6191.26871,1857.380613,3714.761226,6.35429,2439.41851,3171.244063,,6.409385,5025.011408,1407.003194,,6.39102,2575.049585,1287.524792,5150.099169,6.35429,3005.487361,2013.676532,,6.39102,3865.975704,1546.390281,,4.539456,3706.693696,1779.212974,,,,,,6.189005,1912.696762,2486.50579
4.51817,6190.574434,1857.17233,3714.34466,6.372655,2436.190379,3167.047492,,6.42775,5027.668393,1407.74715,,6.409385,2582.66823,1291.334115,5165.336461,6.372655,3004.362808,2012.923081,,6.409385,3887.07092,1554.828368,,4.559904,3692.469611,1772.385413,,,,,,6.20737,1921.382951,2497.797836
4.5379,6166.791972,1850.037592,3700.075183,6.39102,2438.938891,3170.620558,,6.446115,5027.28371,1407.639439,,6.42775,2583.456878,1291.728439,5166.913757,6.39102,3007.363546,2014.933576,,6.42775,3881.126004,1552.450401,,4.580352,3685.981436,1769.271089,,,,,,6.225735,1930.231008,2509.30031
4.55763,6132.50024,1839.750072,3679.500144,6.409385,2443.697691,3176.806998,,6.46448,5032.907818,1409.214189,,6.446115,2590.650832,1295.325416,5181.301664,6.409385,3027.763856,2028.601783,,6.446115,3878.639471,1551.455788,,4.6008,3675.153166,1764.07352,,,,,,6.2441,1938.748785,2520.37342
4.57736,6115.277503,1834.583251,3669.166502,6.42775,2445.898821,3179.668467,,6.482845,5046.718217,1413.081101,,6.46448,2596.965153,1298.482577,5193.930306,6.42775,3028.515425,2029.105335,,6.46448,3886.057703,1554.423081,,4.621248,3658.962614,1756.302055,,,,,,6.262465,1936.751794,2517.777332
4.59709,6106.839392,1832.051818,3664.103635,6.446115,2460.669823,3198.870769,,6.50121,5051.76715,1414.494802,,6.482845,2609.369875,1304.684938,5218.73975,6.446115,3030.735346,2030.592682,,6.482845,3919.647505,1567.859002,,4.641696,3646.536031,1750.337295,,,,,,6.28083,1942.716083,2525.530908
4.61682,6100.153277,1830.045983,3660.091966,6.46448,2471.082549,3212.407313,,6.519575,5068.309315,1419.126608,,6.50121,2610.099135,1305.049567,5220.19827,6.46448,3032.313136,2031.649801,,6.50121,3933.080176,1573.23207,,4.662144,3655.231678,1754.511205,,,,,,6.299195,1947.783246,2532.11822
4.63655,6087.950115,1826.385035,3652.770069,6.482845,2484.066968,3229.287059,,6.53794,5071.984694,1420.155714,,6.519575,2607.487681,1303.743841,5214.975363,6.482845,3036.306214,2034.325164,,6.519575,3926.909264,1570.763706,,4.682592,3637.631853,1746.063289,,,,,,6.31756,1942.799989,2525.639986
4.65628,6060.105157,1818.031547,3636.063094,6.50121,2488.049539,3234.4644,,6.556305,5093.516869,1426.184723,,6.53794,2618.939976,1309.469988,5237.879952,6.50121,3040.316333,2037.011943,,6.53794,3928.36869,1571.347476,,4.70304,3634.536375,1744.57746,,,,,,6.335925,1958.667352,2546.267557
4.67601,6063.977081,1819.193124,3638.386249,6.519575,2488.60905,3235.191765,,6.57467,5105.371716,1429.504081,,6.556305,2627.809334,1313.904667,5255.618668,6.519575,3052.197192,2044.972119,,6.556305,3949.315013,1579.726005,,4.723488,3605.503122,1730.641498,,,,,,6.35429,1966.494386,2556.442702
4.69574,6039.342827,1811.802848,3623.605696,6.53794,2491.753601,3239.279681,,6.593035,5108.150652,1430.282182,,6.57467,2627.088674,1313.544337,5254.177348,6.53794,3056.110568,2047.59408,,6.57467,3952.119771,1580.847909,,4.743936,3599.775849,1727.892408,,,,,,6.372655,1967.630277,2557.91936
4.71547,6035.609314,1810.682794,3621.365588,6.556305,2508.586399,3261.162319,,6.6114,5140.091533,1439.225629,,6.593035,2628.814314,1314.407157,5257.628629,6.556305,3076.173018,2061.035922,,6.593035,3963.628612,1585.451445,,4.764384,3598.430052,1727.246425,,,,,,6.39102,1971.609469,2563.09231
4.7352,6014.517722,1804.355316,3608.710633,6.57467,2514.001243,3268.201616,,6.629765,5143.268816,1440.115269,,6.6114,2648.144965,1324.072483,5296.28993,6.57467,3080.756488,2064.106847,,6.6114,3976.248515,1590.499406,,4.784832,3575.027317,1716.013112,,,,,,6.409385,1972.312451,2564.006187
4.75493,5990.353516,1797.106055,3594.212109,6.593035,2508.541963,3261.104551,,6.64813,5152.184861,1442.611761,,6.629765,2650.450292,1325.225146,5300.900583,6.593035,3072.863368,2058.818456,,6.629765,3974.981023,1589.992409,,4.80528,3574.841896,1715.92411,,,,,,6.42775,1976.01226,2568.815938
4.77466,5991.200488,1797.360146,3594.720293,6.6114,2520.391176,3276.508529,,6.666495,5166.11283,1446.511593,,6.64813,2666.087296,1333.043648,5332.174592,6.6114,3075.385393,2060.508214,,6.64813,3997.126256,1598.850502,,4.825728,3576.548709,1716.74338,,,,,,6.446115,1985.292776,2580.880609
4.79439,5988.257927,1796.477378,3592.954756,6.629765,2516.832467,3271.882207,,6.68486,5183.030886,1451.248648,,6.666495,2667.078163,1333.539082,5334.156327,6.629765,3068.450139,2055.861593,,6.666495,4001.263011,1600.505204,,4.846176,3550.792449,1704.380376,,,,,,6.46448,1987.839798,2584.191737
4.81412,5970.681078,1791.204323,3582.408647,6.64813,2550.326775,3315.424807,,6.703225,5203.763581,1457.053803,,6.68486,2672.37788,1336.18894,5344.755759,6.64813,3102.533422,2078.697393,,6.68486,4014.605566,1605.842227,,4.866624,3546.554255,1702.346042,,,,,,6.482845,1983.384639,2578.40003
4.83385,5952.131852,1785.639555,3571.279111,6.666495,2553.22661,3319.194593,,6.72159,5210.297127,1458.883195,,6.703225,2672.985794,1336.492897,5345.971589,6.666495,3106.490323,2081.348516,,6.703225,4010.170205,1604.068082,,4.887072,3537.053376,1697.78562,,,,,,6.50121,1988.695622,2585.304309
4.85358,5936.606473,1780.981942,3561.963884,6.68486,2556.995792,3324.09453,,6.739955,5204.8909,1457.369452,,6.72159,2693.607749,1346.803874,5387.215498,6.68486,3109.283411,2083.219885,,6.72159,4040.293649,1616.11746,,4.90752,3527.922634,1693.402864,,,,,,6.519575,1987.015099,2583.119629
4.87331,5932.646942,1779.794083,3559.588165,6.703225,2563.071997,3331.993596,,6.75832,5223.953227,1462.706904,,6.739955,2691.398994,1345.699497,5382.797988,6.703225,3123.108483,2092.482684,,6.739955,4054.700115,1621.880046,,4.927968,3511.649958,1685.59198,,,,,,6.53794,1986.844768,2582.898199
4.89304,5926.569756,1777.970927,3555.941854,6.72159,2570.147917,3341.192292,,6.776685,5243.754432,1468.251241,,6.75832,2695.978829,1347.989414,5391.957657,6.72159,3126.172902,2094.535844,,6.75832,4049.463042,1619.785217,,4.948416,3497.372624,1678.738859,,,,,,6.556305,2005.915208,2607.68977
4.91277,5921.097328,1776.329199,3552.658397,6.739955,2575.581149,3348.255494,,6.79505,5256.940438,1471.943323,,6.776685,2703.48269,1351.741345,5406.965381,6.739955,3121.498246,2091.403825,,6.776685,4063.586246,1625.434499,,4.968864,3490.792845,1675.580566,,,,,,6.57467,2009.426818,2612.254864
4.9325,5927.00047,1778.100141,3556.200282,6.75832,2580.177169,3354.23032,,6.813415,5273.552957,1476.594828,,6.79505,2718.079107,1359.039554,5436.158214,6.75832,3130.036724,2097.124605,,6.79505,4083.723414,1633.489366,,4.989312,3491.892486,1676.108393,,,,,,6.593035,2004.62958,2606.018454
4.95223,5912.864622,1773.859387,3547.718773,6.776685,2585.948092,3361.73252,,6.83178,5289.189959,1480.973188,,6.813415,2729.920499,1364.960249,5459.840997,6.776685,3139.732416,2103.620718,,6.813415,4101.974599,1640.78984,,5.00976,3488.869768,1674.657489,,,,,,6.6114,2020.780396,2627.014515
4.97196,5895.493484,1768.648045,3537.29609,6.79505,2588.040121,3364.452157,,6.850145,5309.551505,1486.674421,,6.83178,2736.750583,1368.375292,5473.501166,6.79505,3154.120473,2113.260717,,6.83178,4100.592199,1640.23688,,5.030208,3465.274052,1663.331545,,,,,,6.629765,2020.90733,2627.179529
4.99169,5870.694357,1761.208307,3522.416614,6.813415,2596.175966,3375.028755,,6.86851,5319.988282,1489.596719,,6.850145,2748.621787,1374.310893,5497.243574,6.813415,3162.828952,2119.095398,,6.850145,4109.959103,1643.983641,,5.050656,3460.070718,1660.833944,,,,,,6.64813,2045.067837,2658.588187
5.01142,5868.411184,1760.523355,3521.04671,6.83178,2611.759608,3395.287491,,6.886875,5353.194548,1498.894473,,6.86851,2751.915643,1375.957822,5503.831287,6.83178,3176.19302,2128.049324,,6.86851,4124.276041,1649.710416,,5.071104,3458.151662,1659.912798,,,,,,6.666495,2046.825037,2660.872548
5.03115,5876.742105,1763.022632,3526.045263,6.850145,2620.812987,3407.056883,,6.90524,5360.694344,1500.994416,,6.886875,2761.639182,1380.819591,5523.278364,6.850145,3179.843237,2130.494969,,6.886875,4144.618325,1657.84733,,5.091552,3446.633004,1654.383842,,,,,,6.68486,2041.397509,2653.816761
5.05088,5869.144103,1760.743231,3521.486462,6.86851,2633.545715,3423.60943,,6.923605,5349.409822,1497.83475,,6.90524,2769.074769,1384.537385,5538.149538,6.86851,3187.27305,2135.472943,,6.90524,4155.973032,1662.389213,,5.112,3431.56444,1647.150931,,,,,,6.703225,2051.891581,2667.459055
5.07061,5861.895937,1758.568781,3517.137562,6.886875,2639.879308,3431.843101,,6.94197,5384.369955,1507.623587,,6.923605,2770.514422,1385.257211,5541.028843,6.886875,3196.989386,2141.982889,,6.923605,4175.962754,1670.385102,,5.132448,3441.459679,1651.900646,,,,,,6.72159,2058.081922,2675.506499
5.09034,5850.716578,1755.214973,3510.429947,6.90524,2634.214883,3424.479347,,6.960335,5403.971206,1513.111938,,6.94197,2776.141864,1388.070932,5552.283728,6.90524,3199.321414,2143.545347,,6.94197,4178.959245,1671.583698,,5.152896,3432.353397,1647.529631,,,,,,6.739955,2063.309154,2682.3019
5.11007,5842.344052,1752.703216,3505.406431,6.923605,2641.019845,3433.325798,,6.9787,5405.205754,1513.457611,,6.960335,2789.775252,1394.887626,5579.550505,6.923605,3201.722201,2145.153875,,6.960335,4193.93179,1677.572716,,5.173344,3420.246575,1641.718356,,,,,,6.75832,2063.869875,2683.030838
5.1298,5833.265107,1749.979532,3499.959064,6.94197,2650.271022,3445.352329,,6.997065,5413.123923,1515.674698,,6.9787,2802.187231,1401.093616,5604.374462,6.94197,3217.062476,2155.431859,,6.9787,4204.283456,1681.713382,,5.193792,3419.17979,1641.206299,,,,,,6.776685,2072.841026,2694.693334
5.14953,5838.177561,1751.453268,3502.906537,6.960335,2663.720434,3462.836565,,7.01543,5436.680664,1522.270586,,6.997065,2807.543394,1403.771697,5615.086789,6.960335,3228.491867,2163.089551,,6.997065,4210.182352,1684.072941,,5.21424,3402.740359,1633.315372,,,,,,6.79505,2084.465386,2709.805002
5.16926,5809.953924,1742.986177,3485.972355,6.9787,2678.339919,3481.841895,,7.033795,5467.247741,1530.829368,,7.01543,2814.382242,1407.191121,5628.764485,6.9787,3228.660016,2163.20221,,7.01543,4233.519413,1693.407765,,5.234688,3408.163627,1635.918541,,,,,,6.813415,2092.32993,2720.028909
5.18899,5813.08479,1743.925437,3487.850874,6.997065,2677.444596,3480.677975,,7.05216,5481.818177,1534.909089,,7.033795,2811.675674,1405.837837,5623.351348,6.997065,3229.49976,2163.764839,,7.033795,4245.253396,1698.101358,,5.255136,3400.923728,1632.44339,,,,,,6.83178,2091.617808,2719.10315
5.20872,5804.249928,1741.274978,3482.549957,7.01543,2695.66089,3504.359157,,7.070525,5508.575948,1542.401266,,7.05216,2824.247313,1412.123656,5648.494626,7.01543,3241.00364,2171.472439,,7.05216,4257.026753,1702.810701,,5.275584,3392.871814,1628.578471,,,,,,6.850145,2094.734057,2723.154274
5.22845,5817.403764,1745.221129,3490.442258,7.033795,2702.411751,3513.135277,,7.08889,5509.729136,1542.724158,,7.070525,2848.664675,1424.332338,5697.329351,7.033795,3254.768046,2180.694591,,7.070525,4289.464806,1715.785923,,5.296032,3391.152362,1627.753134,,,,,,6.86851,2102.829207,2733.677969
5.24818,5791.798706,1737.539612,3475.079223,7.05216,2711.279552,3524.663418,,7.107255,5519.191003,1545.373481,,7.08889,2854.904926,1427.452463,5709.809851,7.05216,3262.301923,2185.742288,,7.08889,4294.145548,1717.658219,,5.31648,3370.161159,1617.677356,,,,,,6.886875,2101.151547,2731.497011
5.26791,5796.835784,1739.050735,3478.101471,7.070525,2723.083662,3540.00876,,7.12562,5527.385956,1547.668068,,7.107255,2856.151877,1428.075938,5712.303754,7.070525,3282.076628,2198.991341,,7.107255,4293.232888,1717.293155,,5.336928,3365.642879,1615.508582,,,,,,6.90524,2104.219691,2735.485598
5.28764,5804.112594,1741.233778,3482.467556,7.08889,2725.881736,3543.646257,,7.143985,5562.868512,1557.603183,,7.12562,2864.911856,1432.455928,5729.823711,7.08889,3284.616405,2200.692991,,7.12562,4300.368466,1720.147386,,5.357376,3374.635652,1619.825113,,,,,,6.923605,2113.782155,2747.916802
5.30737,5776.689549,1733.006865,3466.013729,7.107255,2730.226614,3549.294598,,7.16235,5595.647999,1566.78144,,7.143985,2863.976162,1431.988081,5727.952324,7.107255,3293.089496,2206.369962,,7.143985,4317.280115,1726.912046,,5.377824,3363.839203,1614.642818,,,,,,6.94197,2130.520884,2769.67715
5.3271,5767.832059,1730.349618,3460.699235,7.12562,2738.854875,3560.511338,,7.180715,5608.131346,1570.276777,,7.16235,2880.327195,1440.163597,5760.654389,7.12562,3304.416386,2213.958979,,7.16235,4338.906653,1735.562661,,5.398272,3352.440878,1609.171622,,,,,,6.960335,2136.595917,2777.574692
5.34683,5771.605718,1731.481715,3462.963431,7.143985,2753.408464,3579.431003,,7.19908,5615.97808,1572.473862,,7.180715,2892.138645,1446.069323,5784.27729,7.143985,3307.162237,2215.798699,,7.180715,4363.518137,1745.407255,,5.41872,3337.994577,1602.237397,,,,,,6.9787,2144.794891,2788.233358
5.36656,5770.560623,1731.168187,3462.336374,7.16235,2761.216082,3589.580907,,7.217445,5638.830991,1578.872677,,7.19908,2905.619746,1452.809873,5811.239492,7.16235,3317.729123,2222.878513,,7.19908,4377.802606,1751.121043,,5.439168,3342.229447,1604.270134,,,,,,6.997065,2142.650718,2785.445934
5.38629,5757.580177,1727.274053,3454.548106,7.180715,2767.278154,3597.4616,,7.23581,5654.131778,1583.156898,,7.217445,2910.340743,1455.170371,5820.681485,7.180715,3335.639717,2234.878611,,7.217445,4386.655371,1754.662148,,5.459616,3333.933797,1600.288223,,,,,,7.01543,2151.147959,2796.492347
5.40602,5774.364601,1732.30938,3464.61876,7.19908,2778.265147,3611.744691,,7.254175,5675.369086,1589.103344,,7.23581,2920.14727,1460.073635,5840.29454,7.19908,3349.916922,2244.444338,,7.23581,4398.739064,1759.495625,,5.480064,3330.320769,1598.553969,,,,,,7.033795,2156.74953,2803.774389
5.42575,5760.5819,1728.17457,3456.34914,7.217445,2786.215755,3622.080482,,7.27254,5716.668806,1600.667266,,7.254175,2928.426227,1464.213113,5856.852454,7.217445,3362.326409,2252.758694,,7.254175,4408.152903,1763.261161,,5.500512,3340.322357,1603.354731,,,,,,7.05216,2158.771549,2806.403014
5.44548,5752.411,1725.7233,3451.4466,7.23581,2794.631925,3633.021502,,7.290905,5722.31744,1602.248883,,7.27254,2944.185957,1472.092979,5888.371914,7.23581,3370.660167,2258.342312,,7.27254,4437.841335,1775.136534,,5.52096,3338.802775,1602.625332,,,,,,7.070525,2183.805583,2838.947258
5.46521,5740.470763,1722.141229,3444.282458,7.254175,2806.28582,3648.171566,,7.30927,5743.175301,1608.089084,,7.290905,2951.002492,1475.501246,5902.004985,7.254175,3374.940086,2261.209857,,7.290905,4446.933313,1778.773325,,5.541408,3332.88767,1599.786082,,,,,,7.08889,2186.797566,2842.836836
5.48494,5727.592846,1718.277854,3436.555708,7.27254,2821.356593,3667.763571,,7.327635,5770.217728,1615.660964,,7.30927,2961.101908,1480.550954,5922.203815,7.27254,3382.221741,2266.088566,,7.30927,4471.365417,1788.546167,,5.561856,3331.419389,1599.081306,,,,,,7.107255,2183.175862,2838.128621
5.50467,5745.371841,1723.611552,3447.223104,7.290905,2825.993744,3673.791868,,7.346,5789.610145,1621.090841,,7.327635,2979.025297,1489.512648,5958.050594,7.290905,3387.061192,2269.330999,,7.327635,4484.941875,1793.97675,,5.582304,3321.989955,1594.555178,,,,,,7.12562,2185.300851,2840.891106
5.5244,5746.529211,1723.958763,3447.917527,7.30927,2847.516035,3701.770845,,7.364365,5803.663668,1625.025827,,7.346,2987.216434,1493.608217,5974.432868,7.30927,3393.178157,2273.429365,,7.346,4505.978513,1802.391405,,5.602752,3317.183998,1592.248319,,,,,,7.143985,2197.971303,2857.362694
5.54413,5754.957886,1726.487366,3452.974732,7.327635,2856.860796,3713.919035,,7.38273,5835.810059,1634.026817,,7.364365,3000.164458,1500.082229,6000.328915,7.327635,3412.690612,2286.50271,,7.364365,4517.948818,1807.179527,,5.6232,3306.358553,1587.052106,,,,,,7.16235,2205.87977,2867.643701
5.56386,5748.132424,1724.439727,3448.879454,7.346,2854.573545,3710.945608,,7.401095,5860.438572,1640.9228,,7.38273,3009.070042,1504.535021,6018.140085,7.346,3420.301373,2291.60192,,7.38273,4529.570563,1811.828225,,5.643648,3306.240984,1586.995672,,,,,,7.180715,2205.324685,2866.922091
5.58359,5742.120018,1722.636005,3445.272011,7.364365,2858.604564,3716.185934,,7.41946,5874.413399,1644.835752,,7.401095,3022.54087,1511.270435,6045.081741,7.364365,3429.325254,2297.64792,,7.401095,4552.418216,1820.967286,,5.664096,3289.994789,1579.197499,,,,,,7.19908,2217.596504,2882.875455
5.60332,5720.947546,1716.284264,3432.568528,7.38273,2874.063558,3736.282626,,7.437825,5904.993664,1653.398226,,7.41946,3029.166402,1514.583201,6058.332803,7.38273,3447.217958,2309.636032,,7.41946,4562.835553,1825.134221,,5.684544,3291.876851,1580.100889,,,,,,7.217445,2226.997394,2895.096612
5.62305,5734.211987,1720.263596,3440.527192,7.401095,2882.504212,3747.255476,,7.45619,5921.33125,1657.97275,,7.437825,3041.6704,1520.8352,6083.3408,7.401095,3456.500119,2315.85508,,7.437825,4582.589707,1833.035883,,5.704992,3302.841814,1585.364071,,,,,,7.23581,2240.799111,2913.038845
5.64278,5734.586333,1720.3759,3440.7518,7.41946,2890.871685,3758.133191,,7.474555,5958.080741,1668.262607,,7.45619,3062.833263,1531.416632,6125.666526,7.41946,3464.46446,2321.191188,,7.45619,4606.485072,1842.594029,,5.72544,3298.463851,1583.262649,,,,,,7.254175,2241.695369,2914.203979
5.66251,5725.499693,1717.649908,3435.299816,7.437825,2915.014634,3789.519025,,7.49292,5974.368916,1672.823297,,7.474555,3076.655128,1538.327564,6153.310257,7.437825,3476.215111,2329.064124,,7.474555,4628.3389,1851.33556,,5.745888,3289.144989,1578.789595,,,,,,7.27254,2247.065266,2921.184845
5.68224,5732.709359,1719.812808,3439.625615,7.45619,2934.53161,3814.891093,,7.511285,6011.705738,1683.277607,,7.49292,3085.923327,1542.961663,6171.846653,7.45619,3496.959787,2342.963057,,7.49292,4644.212914,1857.685165,,5.766336,3288.859407,1578.652515,,,,,,7.290905,2245.622342,2919.309044
5.70197,5748.523163,1724.556949,3449.113898,7.474555,2946.242834,3830.115684,,7.52965,6023.374714,1686.54492,,7.511285,3097.327235,1548.663618,6194.65447,7.474555,3511.249869,2352.537412,,7.511285,4648.318702,1859.327481,,5.786784,3283.038533,1575.858496,,,,,,7.30927,2262.576614,2941.349598
5.7217,5751.831201,1725.54936,3451.098721,7.49292,2938.401474,3819.921917,,7.548015,6045.113111,1692.631671,,7.52965,3104.770548,1552.385274,6209.541097,7.49292,3506.167823,2349.132441,,7.52965,4670.831221,1868.332488,,5.807232,3282.774202,1575.731617,,,,,,7.327635,2280.511383,2964.664798
5.74143,5751.041054,1725.312316,3450.624632,7.511285,2965.166209,3854.716071,,7.56638,6076.433149,1701.401282,,7.548015,3106.300602,1553.150301,6212.601204,7.511285,3526.420048,2362.701432,,7.548015,4695.180552,1878.072221,,5.82768,3287.370737,1577.937954,,,,,,7.346,2283.012014,2967.915618
5.76116,5740.457322,1722.137196,3444.274393,7.52965,2974.352402,3866.658123,,7.584745,6098.511893,1707.58333,,7.56638,3122.024512,1561.012256,6244.049024,7.52965,3538.687584,2370.920682,,7.56638,4731.150698,1892.460279,,5.848128,3275.875972,1572.420467,,,,,,7.364365,2290.340171,2977.442223
5.78089,5712.010521,1713.603156,3427.206313,7.548015,2978.937094,3872.618222,,7.60311,6143.159659,1720.084705,,7.584745,3123.528104,1561.764052,6247.056209,7.548015,3543.555527,2374.182203,,7.584745,4740.051254,1896.020501,,5.868576,3268.104431,1568.690127,,,,,,7.38273,2296.331115,2985.230449
5.80062,5738.629147,1721.588744,3443.177488,7.56638,2991.277179,3888.660332,,7.621475,6155.405361,1723.513501,,7.60311,3155.53106,1577.76553,6311.06212,7.56638,3557.052528,2383.225194,,7.60311,4753.030898,1901.212359,,5.889024,3283.93351,1576.288085,,,,,,7.401095,2302.901213,2993.771577
5.82035,5756.401603,1726.920481,3453.840962,7.584745,2996.800418,3895.840543,,7.63984,6186.016732,1732.084685,,7.621475,3171.145187,1585.572593,6342.290373,7.584745,3561.314105,2386.080451,,7.621475,4772.356381,1908.942552,,5.909472,3290.633726,1579.504189,,,,,,7.41946,2319.251005,3015.026307
